doc_id,surface,start_pos,end_pos,type,identifier
NZZ-1798-01-20-a-p0002,Frank reichs,318,330,LOC,Q142
NZZ-1798-01-20-a-p0002,Gen. Duphot,1815,1826,PER,Q977001
NZZ-1808-04-29-a-p0002,danischen Blatte Dagen,468,490,PROD,Q1768412
NZZ-1808-04-29-a-p0002,Rußland,580,587,LOC,Q159
NZZ-1808-04-29-a-p0002,Rußland,774,781,LOC,Q159
NZZ-1808-04-29-a-p0002,General Hutchinson,790,808,PER,Q321765
NZZ-1808-04-29-a-p0002,General Hutchinson,883,901,PER,Q321765
NZZ-1808-04-29-a-p0002,England,1282,1289,LOC,Q21
NZZ-1808-04-29-a-p0002,Bartenstein,1440,1451,LOC,Q809585
NZZ-1808-04-29-a-p0002,Lord Gower,1942,1952,PER,Q334145
NZZ-1808-04-29-a-p0002,Dä¬ nemark,3060,3070,LOC,Q35
NZZ-1808-04-29-a-p0002,Hamburger-Korrespondenten,3800,3825,PROD,Q822923
NZZ-1808-04-29-a-p0002,neuesten Berlinischen Zeitung,3875,3904,PROD,Q675003
NZZ-1808-04-29-a-p0002,H. von Rotzebue,3926,3941,PER,NIL
NZZ-1808-04-29-a-p0002,General Burhöyden,4308,4325,PER,NIL
NZZ-1818-01-09-a-p0001,würdige De¬ kan Kaiser,404,426,PER,NIL
NZZ-1818-01-09-a-p0001,"M. Mles, Pfarrer zu Deyzisau",574,602,PER,NIL
NZZ-1818-01-09-a-p0001,Steinkopf,694,703,PROD,NIL
NZZ-1818-01-09-a-p0001,protestantischen Kirche,934,957,ORG,Q2113518
NZZ-1818-01-09-a-p0001,Schmidthammer,1276,1289,PER,NIL
NZZ-1818-01-09-a-p0001,gelehrte und freymü¬ thige Oberhofprediger Dr. Ammon,1501,1553,PER,Q213786
NZZ-1818-01-09-a-p0001,"ehrwürdige Antistes der Zürcheri¬ schen Kirche, Heß,",2054,2106,PER,Q121947
NZZ-1818-01-09-a-p0001,Orell,2224,2229,ORG,NIL
NZZ-1818-01-09-a-p0001,Euro¬ päischen Brittischen Inseln,3500,3533,LOC,Q38272
NZZ-1828-05-21-a-p0001,Schweizerische Eidgenossenschaft,0,32,LOC,Q39
NZZ-1828-05-21-a-p0001,große Rath des Standes Luzern,38,67,ORG,Q27897675
NZZ-1838-03-30-a-p0001,Schwyz,0,6,LOC,Q12433
NZZ-1838-03-30-a-p0001,alten Landes Schwyz,371,390,LOC,Q12433
NZZ-1838-03-30-a-p0001,hohen Standes Neuenburg,1524,1547,LOC,Q12738
NZZ-1838-03-30-a-p0001,Neuen¬ burg,2284,2295,LOC,Q12738
NZZ-1838-03-30-a-p0001,Bezirk Schwyz,3229,3242,LOC,Q74818
NZZ-1838-03-30-a-p0001,Eidgenossenschaft,4659,4676,LOC,Q39
NZZ-1848-01-21-a-p0005,Schweizerische National-Vorsichts-Kassa,2,41,ORG,NIL
NZZ-1848-01-21-a-p0005,Schweiz. Na¬ sional-Vorsichtskassa,83,117,ORG,NIL
NZZ-1848-01-21-a-p0005,derrn Oberst Brunner,299,319,PER,NIL
NZZ-1848-01-21-a-p0005,Herrn Locher,328,340,PER,NIL
NZZ-1848-01-21-a-p0005,Herr Oberst Brunner,384,403,PER,NIL
NZZ-1848-01-21-a-p0005,Herr Locher,505,516,PER,NIL
NZZ-1848-01-21-a-p0005,Hrn. Oberst Brunner,757,776,PER,NIL
NZZ-1848-01-21-a-p0005,Herrn Oberst Brunner,1367,1387,PER,NIL
NZZ-1848-01-21-a-p0005,Kantonen Zürich,1422,1437,LOC,Q11943
NZZ-1858-04-20-a-p0003,Vereinigten Staaten Amerikas,54,82,LOC,Q30
NZZ-1858-04-20-a-p0003,Polytechnikum,213,226,ORG,Q11942
NZZ-1858-04-20-a-p0003,Simplon,384,391,LOC,Q471166
NZZ-1858-04-20-a-p0003,Zürich,651,657,LOC,Q11943
NZZ-1858-04-20-a-p0003,Zürich,855,861,LOC,Q11943
NZZ-1858-04-20-a-p0003,minder¬ jährigen Zürchers Spöri,897,928,PER,NIL
NZZ-1858-04-20-a-p0003,St. Gallen,1164,1174,LOC,Q12746
NZZ-1858-04-20-a-p0003,Deutsch-schweizerische Kre¬ ditbank,1176,1211,ORG,NIL
NZZ-1858-04-20-a-p0003,Herren Georg Dörten¬ bach,1236,1261,PER,Q1693802
NZZ-1858-04-20-a-p0003,Karl v. Schätzler,1277,1294,PER,Q1874644
NZZ-1858-04-20-a-p0003,Adolph Pestalozzi,1312,1329,PER,NIL
NZZ-1858-04-20-a-p0003,Zürich,1334,1340,LOC,Q72
NZZ-1858-04-20-a-p0003,Herren Albert Erzberger,1434,1457,PER,NIL
NZZ-1858-04-20-a-p0003,Max v. Haber,1472,1484,PER,NIL
NZZ-1858-04-20-a-p0003,Escher-Bodmer,1503,1516,PER,NIL
NZZ-1858-04-20-a-p0003,Rechtskonsulent Jordan,1662,1684,PER,NIL
NZZ-1858-04-20-a-p0003,Escher-Bodmer,1702,1715,PER,NIL
NZZ-1858-04-20-a-p0003,v. Schultheß-Rechberg,1717,1738,PER,Q55193349
NZZ-1858-04-20-a-p0003,Präsident Bärlocher,1751,1770,PER,Q55683827
NZZ-1858-04-20-a-p0003,St. Gallen Fürsprech Hoffmann,1775,1804,PER,NIL
NZZ-1858-04-20-a-p0003,Gsell-Lutz,1821,1831,PER,NIL
NZZ-1858-04-20-a-p0003,Churer Tagblatt,1864,1879,PROD,NIL
NZZ-1858-04-20-a-p0003,Genf,2132,2136,LOC,Q11917
NZZ-1858-04-20-a-p0003,Nord,2153,2157,PROD,NIL
NZZ-1858-04-20-a-p0003,Neuenburg,2231,2240,LOC,Q12738
NZZ-1858-04-20-a-p0003,Ferrukh-Khan,2307,2319,PER,Q1249837
NZZ-1858-04-20-a-p0003,Persien,2399,2406,LOC,Q83311
NZZ-1868-02-17-a-p0001,England,376,383,LOC,Q21
NZZ-1868-02-17-a-p0001,Europa,1229,1235,LOC,Q46
NZZ-1868-02-17-a-p0001,Königreichs Siam,1719,1735,LOC,Q1155700
NZZ-1868-02-17-a-p0001,Oesterreich,2731,2742,LOC,Q533534
NZZ-1868-02-17-a-p0001,Lieutenant v. Tschirschnitz,3170,3197,PER,Q28737714
NZZ-1868-02-17-a-p0001,Deputirten Mellana,3359,3377,PER,NIL
NZZ-1868-02-17-a-p0001,Pungolo,3461,3468,PROD,NIL
NZZ-1868-02-17-a-p0001,Amerika,3576,3583,LOC,Q828
NZZ-1868-02-17-a-p0001,Frankreich,4609,4619,LOC,Q142
NZZ-1868-02-17-a-p0001,Marquis Boissy,4809,4823,PER,Q3135539
NZZ-1868-02-17-a-p0001,Astronom Gassendi,5706,5723,PER,Q192315
NZZ-1878-01-07-b-p0002,Uralsk,109,115,LOC,Q487439
NZZ-1878-01-07-b-p0002,Donauarmee,120,130,ORG,NIL
NZZ-1878-01-07-b-p0002,russische Jeanne d'Arc,259,281,PER,Q7226
NZZ-1878-01-07-b-p0002,Tatjana Shukalin,310,326,PER,NIL
NZZ-1878-01-07-b-p0002,Bulgarien,653,662,LOC,Q219
NZZ-1878-01-07-b-p0002,"Stabschef der aktiven Armee, dem General-Adjutanten Ne¬ pokoitschizkij",1004,1074,PER,NIL
NZZ-1878-01-07-b-p0002,Fräuleins Shukalin,1173,1191,PER,NIL
NZZ-1878-01-07-b-p0002,Uralsk,1740,1746,LOC,NIL
NZZ-1878-01-07-b-p0002,Sai¬ zew,2016,2024,PER,NIL
NZZ-1878-01-07-b-p0002,Saizew,2034,2040,PER,NIL
NZZ-1878-01-07-b-p0002,Dr. Hantelmann,3209,3223,PER,NIL
NZZ-1878-01-07-b-p0002,Arbeitgeber,3319,3330,PROD,NIL
NZZ-1878-01-07-b-p0002,Schwalbach,3378,3388,LOC,Q686818
NZZ-1878-01-07-b-p0002,Rumänien,3669,3677,LOC,Q218
NZZ-1878-01-07-b-p0002,Kronst. Ztg.,3708,3720,PROD,NIL
NZZ-1878-01-07-b-p0002,Königgrätz,5997,6007,LOC,Q180139
NZZ-1878-01-07-b-p0002,Preußen,6054,6061,LOC,Q38872
NZZ-1888-03-08-b-p0002,Deutschland,9,20,LOC,Q1206012
