doc_id,surface,start_pos,end_pos,type,identifier
NZZ-1798-01-20-a-p0002,Frank reichs,318,330,LOC,Q142
NZZ-1798-01-20-a-p0002,Gen. Duphot,925,936,PER,Q977001
NZZ-1798-01-20-a-p0002,Rom,1751,1754,LOC,Q220
NZZ-1798-01-20-a-p0002,Gen. Duphot,1815,1826,PER,Q977001
NZZ-1808-04-29-a-p0002,danischen Blatte Dagen,468,490,PROD,Q1768412
NZZ-1808-04-29-a-p0002,Rußland,580,587,LOC,Q159
NZZ-1808-04-29-a-p0002,General Hutchinson,883,901,PER,Q321765
NZZ-1808-04-29-a-p0002,Bartenstein,1440,1451,LOC,Q809585
NZZ-1808-04-29-a-p0002,Dänemark,1562,1570,LOC,Q35
NZZ-1808-04-29-a-p0002,Frankreich,1605,1615,LOC,Q142
NZZ-1808-04-29-a-p0002,Lord Gower,1942,1952,PER,Q334145
NZZ-1808-04-29-a-p0002,neuesten Berlinischen Zeitung,3875,3904,PROD,Q675003
NZZ-1808-04-29-a-p0002,H. von Rotzebue,3926,3941,PER,NIL
NZZ-1808-04-29-a-p0002,Peters¬ burg,4244,4256,LOC,Q656
NZZ-1818-01-09-a-p0001,Steinkopf,694,703,PROD,NIL
NZZ-1818-01-09-a-p0001,protestantischen Kirche,934,957,ORG,Q2113518
NZZ-1818-01-09-a-p0001,Schmidthammer,1276,1289,PER,NIL
NZZ-1818-01-09-a-p0001,gelehrte und freymü¬ thige Oberhofprediger Dr. Ammon,1501,1553,PER,Q213786
NZZ-1818-01-09-a-p0001,"ehrwürdige Antistes der Zürcheri¬ schen Kirche, Heß,",2054,2106,PER,Q121947
NZZ-1818-01-09-a-p0001,Orell,2224,2229,ORG,NIL
NZZ-1828-05-21-a-p0001,Schweizerische Eidgenossenschaft,0,32,LOC,Q39
NZZ-1828-05-21-a-p0001,große Rath des Standes Luzern,38,67,ORG,Q27897675
NZZ-1838-03-30-a-p0001,Schwyz,0,6,LOC,Q12433
NZZ-1838-03-30-a-p0001,hohe Stand Schwyz,101,118,LOC,Q12433
NZZ-1838-03-30-a-p0001,alte Land Schwyz,129,145,LOC,Q12433
NZZ-1838-03-30-a-p0001,hohen Standes Neuenburg,1524,1547,LOC,Q12738
NZZ-1838-03-30-a-p0001,Neuen¬ burg,2284,2295,LOC,Q12738
NZZ-1838-03-30-a-p0001,Bezirk Schwyz,3229,3242,LOC,Q74818
NZZ-1838-03-30-a-p0001,Eidgenossenschaft,4659,4676,LOC,Q39
NZZ-1848-01-21-a-p0005,Herrn Oberst Brunner,1091,1111,PER,NIL
