doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
NZZ-1798-01-20-a-p0002,318,330,Frank reichs,Q142,LOC,Q43482,Franken,yes,16.65113067626953
NZZ-1798-01-20-a-p0002,925,936,Gen. Duphot,Q977001,PER,NIL,Gen. Duphot,no,0
NZZ-1798-01-20-a-p0002,1751,1754,Rom,Q220,LOC,NIL,Rom,no,0
NZZ-1798-01-20-a-p0002,1815,1826,Gen. Duphot,Q977001,PER,NIL,Gen. Duphot,no,0
NZZ-1808-04-29-a-p0002,468,490,danischen Blatte Dagen,Q1768412,PROD,Q35,Dänemark,yes,12.746357917785645
NZZ-1808-04-29-a-p0002,580,587,Rußland,Q159,LOC,NIL,Rußland,no,0
NZZ-1808-04-29-a-p0002,883,901,General Hutchinson,Q321765,PER,NIL,General Hutchinson,no,0
NZZ-1808-04-29-a-p0002,1440,1451,Bartenstein,Q809585,LOC,Q1010904,Burg Bartenstein,yes,10.023670196533203
NZZ-1808-04-29-a-p0002,1562,1570,Dänemark,Q35,LOC,NIL,Dänemark,no,0
NZZ-1808-04-29-a-p0002,1605,1615,Frankreich,Q142,LOC,NIL,Frankreich,no,0
NZZ-1808-04-29-a-p0002,1942,1952,Lord Gower,Q334145,PER,NIL,Lord Gower,no,0
NZZ-1808-04-29-a-p0002,3875,3904,neuesten Berlinischen Zeitung,Q675003,PROD,NIL,neuesten Berlinischen Zeitung,no,0
NZZ-1808-04-29-a-p0002,3926,3941,H. von Rotzebue,NIL,PER,Q23710528,Christian Ludwig Kotzebue,,0
NZZ-1808-04-29-a-p0002,4244,4256,Peters¬ burg,Q656,LOC,NIL,Peters¬ burg,no,0
NZZ-1818-01-09-a-p0001,694,703,Steinkopf,NIL,PROD,Q1517367,Verlag J. F. Steinkopf,yes,15.027261734008789
NZZ-1818-01-09-a-p0001,934,957,protestantischen Kirche,Q2113518,ORG,Q23540,Protestantismus,yes,18.50625991821289
NZZ-1818-01-09-a-p0001,1276,1289,Schmidthammer,NIL,PER,Q6168547,Nathaniel Schmidt,,0
NZZ-1818-01-09-a-p0001,1501,1553,gelehrte und freymü¬ thige Oberhofprediger Dr. Ammon,Q213786,PER,Q98863,Friedrich von Ammon,yes,13.941807746887207
NZZ-1818-01-09-a-p0001,2054,2106,"ehrwürdige Antistes der Zürcheri¬ schen Kirche, Heß,",Q121947,PER,Q1511765,Gerhard Hess,yes,15.261944770812988
NZZ-1818-01-09-a-p0001,2224,2229,Orell,NIL,ORG,Q1511140,Orell Füssli,yes,18.607831954956055
NZZ-1828-05-21-a-p0001,0,32,Schweizerische Eidgenossenschaft,Q39,LOC,Q435583,Alte Eidgenossenschaft,,0
NZZ-1828-05-21-a-p0001,38,67,große Rath des Standes Luzern,Q27897675,ORG,Q2732017,Kantonsrat Luzern,yes,20.95697784423828
NZZ-1838-03-30-a-p0001,0,6,Schwyz,Q12433,LOC,Q68155,Schwyz,yes,14.468600273132324
NZZ-1838-03-30-a-p0001,101,118,hohe Stand Schwyz,Q12433,LOC,Q68155,Schwyz,yes,10.453838348388672
NZZ-1838-03-30-a-p0001,129,145,alte Land Schwyz,Q12433,LOC,Q1517417,Geschichte des Kantons Schwyz,yes,20.381502151489258
NZZ-1838-03-30-a-p0001,1524,1547,hohen Standes Neuenburg,Q12738,LOC,Q69345,Neuenburg,yes,17.092344284057617
NZZ-1838-03-30-a-p0001,2284,2295,Neuen¬ burg,Q12738,LOC,Q69345,Neuenburg,yes,18.494173049926758
NZZ-1838-03-30-a-p0001,3229,3242,Bezirk Schwyz,Q74818,LOC,Q12433,Kanton Schwyz,,0
NZZ-1838-03-30-a-p0001,4659,4676,Eidgenossenschaft,Q39,LOC,Q435583,Alte Eidgenossenschaft,yes,17.000669479370117
NZZ-1848-01-21-a-p0005,1091,1111,Herrn Oberst Brunner,NIL,PER,Q15549957,Philipp Brunner,yes,15.62653923034668
NZZ-1848-01-21-a-p0005,1367,1387,Herrn Oberst Brunner,NIL,PER,Q15549957,Philipp Brunner,yes,13.98043155670166
NZZ-1858-04-20-a-p0003,213,226,Polytechnikum,Q11942,ORG,NIL,Polytechnikum,no,0
NZZ-1858-04-20-a-p0003,651,657,Zürich,Q11943,LOC,Q72,Zürich,yes,20.262786865234375
NZZ-1858-04-20-a-p0003,855,861,Zürich,Q11943,LOC,Q72,Zürich,,0
NZZ-1858-04-20-a-p0003,1164,1174,St. Gallen,Q12746,LOC,Q25607,St. Gallen,,0
NZZ-1858-04-20-a-p0003,1176,1211,Deutsch-schweizerische Kre¬ ditbank,NIL,ORG,Q248476,Zürcher Kantonalbank,,0
NZZ-1858-04-20-a-p0003,1236,1261,Herren Georg Dörten¬ bach,Q1693802,PER,NIL,Herren Georg Dörten¬ bach,no,0
NZZ-1858-04-20-a-p0003,1277,1294,Karl v. Schätzler,Q1874644,PER,Q119995,Konstantin von Schaezler,,0
NZZ-1858-04-20-a-p0003,1312,1329,Adolph Pestalozzi,NIL,PER,Q21491859,Pestalozzi,,0
NZZ-1858-04-20-a-p0003,1334,1340,Zürich,Q72,LOC,Q11943,Kanton Zürich,,0
NZZ-1858-04-20-a-p0003,1472,1484,Max v. Haber,NIL,PER,Q1449627,Franz Xaver Hackher zu Hart,,0
NZZ-1858-04-20-a-p0003,1503,1516,Escher-Bodmer,NIL,PER,Q111442425,Luise Escher-Bodmer,,0
NZZ-1858-04-20-a-p0003,1634,1660,HH. Prä¬ sident Wirth-Sand,Q16832423,PER,NIL,HH. Prä¬ sident Wirth-Sand,no,0
NZZ-1858-04-20-a-p0003,1702,1715,Escher-Bodmer,NIL,PER,Q111442425,Luise Escher-Bodmer,,0
NZZ-1858-04-20-a-p0003,1717,1738,v. Schultheß-Rechberg,Q55193349,PER,Q21447363,Anton von Schulthess Rechberg,,0
NZZ-1858-04-20-a-p0003,1775,1804,St. Gallen Fürsprech Hoffmann,NIL,PER,Q25607,St. Gallen,yes,17.653181076049805
NZZ-1858-04-20-a-p0003,1821,1831,Gsell-Lutz,NIL,PER,Q3265593,Lucien Laurent-Gsell,yes,13.781594276428223
NZZ-1858-04-20-a-p0003,1864,1879,Churer Tagblatt,NIL,PROD,Q480426,Amtsblatt Stadt Chur,,0
NZZ-1858-04-20-a-p0003,2048,2064,Appenzell A. Rh.,Q12079,LOC,Q209270,Appenzell,yes,19.51178550720215
NZZ-1858-04-20-a-p0003,2132,2136,Genf,Q11917,LOC,Q71,Genf,,0
NZZ-1858-04-20-a-p0003,2231,2240,Neuenburg,Q12738,LOC,Q69345,Neuenburg,yes,17.76697540283203
NZZ-1858-04-20-a-p0003,2297,2302,Paris,Q90,LOC,NIL,Paris,no,0
NZZ-1858-04-20-a-p0003,2307,2319,Ferrukh-Khan,Q1249837,PER,NIL,Ferrukh-Khan,no,0
NZZ-1858-04-20-a-p0003,2399,2406,Persien,Q83311,LOC,Q794,Iran,,0
NZZ-1868-02-17-a-p0001,531,543,Wa¬ shington,Q61,LOC,NIL,Wa¬ shington,no,0
