doc_id,surface,start_pos,end_pos,type,identifier
NZZ-1798-01-20-a-p0002,Rom,41,44,LOC,Q220
NZZ-1798-01-20-a-p0002,Buonaparte's,47,59,PER,Q517
NZZ-1798-01-20-a-p0002,Frank reichs,318,330,LOC,Q142
NZZ-1798-01-20-a-p0002,Gen. Duphot,925,936,PER,Q977001
NZZ-1798-01-20-a-p0002,Rom,1751,1754,LOC,Q220
NZZ-1798-01-20-a-p0002,Basseville's,1769,1781,PER,Q3339973
NZZ-1798-01-20-a-p0002,Gen. Duphot,1815,1826,PER,Q977001
NZZ-1808-04-29-a-p0002,danischen Blatte Dagen,468,490,PROD,Q1768412
NZZ-1808-04-29-a-p0002,Rußland,580,587,LOC,Q159
NZZ-1808-04-29-a-p0002,Seeland,653,660,LOC,Q25535
NZZ-1808-04-29-a-p0002,Rußland,774,781,LOC,Q159
NZZ-1808-04-29-a-p0002,General Hutchinson,790,808,PER,Q321765
NZZ-1808-04-29-a-p0002,General Hutchinson,883,901,PER,Q321765
NZZ-1808-04-29-a-p0002,Kopenhagen,977,987,LOC,Q1748
NZZ-1808-04-29-a-p0002,England,1282,1289,LOC,Q21
NZZ-1808-04-29-a-p0002,Bartenstein,1440,1451,LOC,Q809585
NZZ-1808-04-29-a-p0002,Frankreich,1605,1615,LOC,Q142
NZZ-1808-04-29-a-p0002,Lord Gower,1942,1952,PER,Q334145
NZZ-1808-04-29-a-p0002,Kronstadt,3213,3222,LOC,Q155863
NZZ-1808-04-29-a-p0002,Kronstadt,3527,3536,LOC,Q155863
NZZ-1808-04-29-a-p0002,Dänemark,3737,3745,LOC,Q35
NZZ-1808-04-29-a-p0002,Hamburger-Korrespondenten,3800,3825,PROD,Q822923
NZZ-1808-04-29-a-p0002,neuesten Berlinischen Zeitung,3875,3904,PROD,Q675003
NZZ-1808-04-29-a-p0002,General Burhöyden,4308,4325,PER,NIL
NZZ-1818-01-09-a-p0001,Ansbach,430,437,LOC,Q14859
NZZ-1818-01-09-a-p0001,Nürnberg,499,507,LOC,Q2090
NZZ-1818-01-09-a-p0001,Königreich Wür¬ temberg,606,629,LOC,Q159631
NZZ-1818-01-09-a-p0001,Steinkopf,694,703,PROD,NIL
NZZ-1818-01-09-a-p0001,Luther,901,907,PER,Q9554
NZZ-1818-01-09-a-p0001,protestantischen Kirche,934,957,ORG,Q2113518
NZZ-1818-01-09-a-p0001,Realschul¬ Buchhandlung,1335,1358,ORG,Q2516675
NZZ-1818-01-09-a-p0001,gelehrte und freymü¬ thige Oberhofprediger Dr. Ammon,1501,1553,PER,Q213786
NZZ-1818-01-09-a-p0001,"ehrwürdige Antistes der Zürcheri¬ schen Kirche, Heß,",2054,2106,PER,Q121947
NZZ-1818-01-09-a-p0001,Europens,2905,2913,LOC,Q46
NZZ-1818-01-09-a-p0001,Euro¬ päischen Brittischen Inseln,3500,3533,LOC,Q38272
NZZ-1828-05-21-a-p0001,große Rath des Standes Luzern,38,67,ORG,Q27897675
NZZ-1828-05-21-a-p0001,Freyburg,4462,4470,LOC,Q12640
NZZ-1838-03-30-a-p0001,Schwyz,0,6,LOC,Q12433
NZZ-1838-03-30-a-p0001,hohe Stand Schwyz,101,118,LOC,Q12433
