doc_id,surface,start_pos,end_pos,type,identifier
sn83030483-1790-01-02-a-i0004,VIRGINIA,7,15,LOC,Q64358128
sn83030483-1790-01-02-a-i0004,NEW-YORK,61,69,LOC,Q60
sn83030483-1790-01-02-a-i0004,RICHARD HENRY LEE WILLIAM GRAYSON,967,1000,PER,NIL
sn83030483-1790-02-10-a-i0002,PRESIDENT SULL IVAN,0,19,PER,Q886420
sn83030483-1790-02-10-a-i0002,Senate,43,49,ORG,Q1525949
sn83030483-1790-02-10-a-i0002,New-Humpfhire,569,582,LOC,Q759
sn83030483-1790-02-10-a-i0002,New- Hampfttire,3495,3510,LOC,Q759
sn83030483-1790-02-10-a-i0002,United States,3549,3562,LOC,Q30
sn83030483-1790-02-10-a-i0002,JOHN SULLIVAN,4081,4094,PER,Q886420
sn83030483-1790-03-03-a-i0004,ofBruffels,53,63,LOC,Q239
sn83030483-1790-03-03-a-i0004,Brufiels,232,240,LOC,Q239
sn83030483-1790-03-03-a-i0004,General D’Alton,491,506,PER,Q3934904
sn83030483-1790-03-03-a-i0004,General D’Alton,735,750,PER,Q3934904
sn83030483-1790-03-03-a-i0004,Park,1597,1601,LOC,Q1892311
sn83030483-1790-03-03-a-i0004,Pal¬ ace Royale,1610,1625,LOC,Q635307
sn84026272-1800-07-09-a-i0003,Philad,108,114,LOC,NIL
sn84026272-1800-07-09-a-i0003,Virginia,3502,3510,LOC,Q1370
sn84026272-1800-10-16-a-i0001,District of Pennsylvania,0,24,LOC,Q7163624
sn84026272-1800-10-16-a-i0001,Alexan¬ der Addison,164,183,PER,NIL
sn84026272-1800-10-16-a-i0001,State of Pennsylvania,438,459,ORG,Q7603789
sn84026272-1800-10-16-a-i0001,Congress of the Uni¬ ted States,655,686,ORG,Q11268
sn84026272-1800-10-16-a-i0001,"Mr, Dobson Bookseller",998,1019,PER,NIL
sn84026272-1800-12-27-a-i0002,Fiance,464,470,LOC,Q142
sn82014385-1810-01-06-a-i0001,Christiana,297,307,LOC,Q11103025
sn82014385-1810-01-06-a-i0001,Lancaster,402,411,LOC,NIL
sn82014385-1810-01-06-a-i0001,Mrs. FIug™ns,1129,1141,PER,NIL
sn82014385-1810-04-04-a-i0003,Port Maria,256,266,LOC,Q203040
sn82014385-1810-04-04-a-i0003,Ferdinand,643,652,PER,Q186256
sn82014385-1810-04-04-a-i0003,Cadiz Bay,684,693,LOC,NIL
sn82014385-1810-04-04-a-i0003,Purvis,850,856,PER,NIL
sn83026170-1820-06-07-a-i0002,IRELAXD,0,7,LOC,Q57695350
sn83026170-1820-06-07-a-i0002,Cork papers,13,24,PROD,NIL
sn83026170-1820-09-09-a-i0004,THE AMERICA* FARMER,29,48,PROD,NIL
sn83026170-1820-09-09-a-i0004,American Farmer,619,634,PROD,NIL
sn83026170-1820-09-09-a-i0004,Maryland,2746,2754,LOC,Q1391
sn83020874-1830-02-03-a-i0003,New York,372,380,LOC,Q60
sn83020874-1830-02-03-a-i0003,New Haven,396,405,LOC,NIL
sn83020874-1830-02-03-a-i0003,Hartford,410,418,LOC,NIL
sn83020874-1830-02-03-a-i0003,Committee on Indian Adairs,625,651,ORG,Q7891269
sn84020750-1840-02-08-a-i0002,Chariest- n Mercury,9,28,PROD,Q5084157
sn84020750-1840-02-08-a-i0002,Messrs. Clay,744,756,PER,NIL
sn84020750-1840-02-08-a-i0002,Clay,797,801,PER,NIL
sn84020750-1840-07-04-a-i0001,Otmndagiia (N. A .) Standard,9,37,PROD,Q7757854
