doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
sn83030483-1790-01-02-a-i0004,7,15,VIRGINIA,Q64358128,LOC,Q1370,Virginia,"{ ""wikipedia_page"": ""Virginia"", ""wikidata_id"": ""Q1370"" }",15.88766098022461
sn83030483-1790-01-02-a-i0004,61,69,NEW-YORK,Q60,LOC,Q60,New York City,,23.268798828125
sn83030483-1790-01-02-a-i0004,227,242,Uni¬ ted Stares,Q30,LOC,Q30,United States of America,"{ ""wikipedia_page"": ""United States of America"", ""wikidata_id"": ""Q30"" }",13.933012008666992
sn83030483-1790-01-02-a-i0004,428,449,Journal of the Senate,Q7891333,PROD,Q2570643,senate,"{ ""wikipedia_page"": ""Senate"", ""wikidata_id"": ""Q2570643"" }",15.172500610351562
sn83030483-1790-01-02-a-i0004,967,1000,RICHARD HENRY LEE WILLIAM GRAYSON,NIL,PER,Q82027769,Henry Gerald Richardson,,24.2860050201416
sn83030483-1790-02-10-a-i0002,0,19,PRESIDENT SULL IVAN,Q886420,PER,Q182543,William Samuel Johnson,"{ ""wikipedia_page"": ""William Samuel Johnson"", ""wikidata_id"": ""Q182543"" }",16.2283935546875
sn83030483-1790-02-10-a-i0002,43,49,Senate,Q1525949,ORG,Q1525949,New Hampshire Senate,,21.717857360839844
sn83030483-1790-02-10-a-i0002,54,80,House ^/'Represen¬ tatives,Q1525939,ORG,Q1525939,New Hampshire House of Representatives,,24.75440216064453
sn83030483-1790-02-10-a-i0002,85,98,New-Hampshire,Q759,LOC,Q759,New Hampshire,,26.833240509033203
sn83030483-1790-02-10-a-i0002,569,582,New-Humpfhire,Q759,LOC,Q759,New Hampshire,,21.296201705932617
sn83030483-1790-02-10-a-i0002,1420,1433,United States,Q30,LOC,Q30,United States of America,,23.806842803955078
sn83030483-1790-02-10-a-i0002,1535,1549,New-Hampffiire,Q759,LOC,Q759,New Hampshire,,21.606151580810547
sn83030483-1790-02-10-a-i0002,1593,1606,Federal Court,Q194907,ORG,Q194907,United States federal courts,"{ ""wikipedia_page"": ""United States federal courts"", ""wikidata_id"": ""Q194907"" }",16.084453582763672
sn83030483-1790-02-10-a-i0002,3097,3124,Senate of the United States,Q66096,ORG,Q66096,United States Senate,,25.91305923461914
sn83030483-1790-02-10-a-i0002,3495,3510,New- Hampfttire,Q759,LOC,Q759,New Hampshire,,22.17308807373047
sn83030483-1790-02-10-a-i0002,3549,3562,United States,Q30,LOC,Q11696,President of the United States,"{ ""wikipedia_page"": ""President of the United States"", ""wikidata_id"": ""Q11696"" }",14.128134727478027
sn83030483-1790-02-10-a-i0002,4081,4094,JOHN SULLIVAN,Q886420,PER,Q886420,John Sullivan,"{ ""wikipedia_page"": ""John Sullivan (1740–1795)"", ""wikidata_id"": ""Q886420"" }",12.259403228759766
sn83030483-1790-03-03-a-i0004,0,6,LONDON,Q84,LOC,Q84,London,,25.20684814453125
sn83030483-1790-03-03-a-i0004,53,63,ofBruffels,Q239,LOC,Q240,Brussels-Capital Region,"{ ""wikipedia_page"": ""Brussels-Capital Region"", ""wikidata_id"": ""Q240"" }",10.110883712768555
sn83030483-1790-03-03-a-i0004,232,240,Brufiels,Q239,LOC,Q1090030,Brutelles,"{ ""wikipedia_page"": ""Bruelles"", ""wikidata_id"": ""Q1090030"" }",12.400558471679688
sn83030483-1790-03-03-a-i0004,491,506,General D’Alton,Q3934904,PER,Q2834153,Alexandre d'Alton,,22.047334671020508
sn83030483-1790-03-03-a-i0004,616,630,Benden-D’Aloft,NIL,PER,Q15967525,Nicolas-Denis de Bas de L'Aulne,"{ ""wikipedia_page"": ""Nicolas-Denis de Bas de L'Aulne"", ""wikidata_id"": ""Q15967525"" }",12.386040687561035
sn83030483-1790-03-03-a-i0004,701,715,Grand Pa¬ lace,NIL,LOC,NIL,Grand Pa¬ lace,"{ ""wikipedia_page"": ""Grand Place"", ""wikidata_id"": ""NIL"" }",12.839884757995605
sn83030483-1790-03-03-a-i0004,735,750,General D’Alton,Q3934904,PER,Q1290536,Eduard d'Alton,"{ ""wikipedia_page"": ""Eduard d'Alton"", ""wikidata_id"": ""Q1290536"" }",16.78583526611328
sn83030483-1790-03-03-a-i0004,884,894,Bafleville,NIL,LOC,Q1865480,Bastille,"{ ""wikipedia_page"": ""Bastille"", ""wikidata_id"": ""Q1865480"" }",12.634910583496094
sn83030483-1790-03-03-a-i0004,1120,1132,great market,Q215429,LOC,Q215429,Grand-Place,"{ ""wikipedia_page"": ""Grand-Place"", ""wikidata_id"": ""Q215429"" }",6.388361930847168
sn83030483-1790-03-03-a-i0004,1597,1601,Park,Q1892311,LOC,NIL,Park,"{ ""wikipedia_page"": ""Palace Royale"", ""wikidata_id"": ""NIL"" }",8.10588264465332
sn83030483-1790-03-03-a-i0004,1610,1625,Pal¬ ace Royale,Q635307,LOC,Q329948,Palais-Royal,"{ ""wikipedia_page"": ""Palais-Royal"", ""wikidata_id"": ""Q329948"" }",13.203330993652344
sn83030483-1790-03-03-a-i0004,1746,1753,D’Alton,Q3934904,PER,Q2834153,Alexandre d'Alton,,21.270862579345703
sn83030483-1790-03-03-a-i0004,2002,2016,Porte de Namur,Q3399071,LOC,Q2153197,Porte de Namur/Naamsepoort metro station,"{ ""wikipedia_page"": ""Porte de Namur/Naamsepoort metro station"", ""wikidata_id"": ""Q2153197"" }",16.33635139465332
sn84026272-1800-07-09-a-i0003,8,36,Gazstte of the Unites States,Q1496634,PROD,Q1496634,Gazette of the United States,"{ ""wikipedia_page"": ""Gazette of the United States"", ""wikidata_id"": ""Q1496634"" }",9.924490928649902
sn84026272-1800-07-09-a-i0003,53,106,"THOMAS JEFFERSON, Vise President of the Unit.! States",Q11812,PER,Q11812,Thomas Jefferson,"{ ""wikipedia_page"": ""Thomas Jefferson"", ""wikidata_id"": ""Q11812"" }",18.348419189453125
sn84026272-1800-07-09-a-i0003,108,114,Philad,NIL,LOC,Q1345,Philadelphia,"{ ""wikipedia_page"": ""Philadelphia"", ""wikidata_id"": ""Q1345"" }",14.15122127532959
sn84026272-1800-07-09-a-i0003,189,202,United States,Q30,LOC,Q30,United States of America,,22.63433074951172
sn84026272-1800-07-09-a-i0003,1240,1247,America,Q30,LOC,Q30,United States of America,"{ ""wikipedia_page"": ""United States of America"", ""wikidata_id"": ""Q30"" }",15.554813385009766
sn84026272-1800-07-09-a-i0003,3502,3510,Virginia,Q1370,LOC,Q878942,Governor of Virginia,"{ ""wikipedia_page"": ""Governor of Virginia"", ""wikidata_id"": ""Q878942"" }",14.069637298583984
sn84026272-1800-07-09-a-i0003,4212,4219,America,Q30,LOC,Q30,United States of America,"{ ""wikipedia_page"": ""United States of America"", ""wikidata_id"": ""Q30"" }",20.034351348876953
sn84026272-1800-07-09-a-i0003,4255,4263,COLUMBUS,NIL,PER,Q7322,Christopher Columbus,"{ ""wikipedia_page"": ""Christopher Columbus"", ""wikidata_id"": ""Q7322"" }",17.267229080200195
sn84026272-1800-10-16-a-i0001,0,24,District of Pennsylvania,Q7163624,LOC,Q1428625,list of counties in Pennsylvania,,21.626493453979492
sn84026272-1800-10-16-a-i0001,138,162,United States of America,Q30,LOC,Q30,United States of America,,26.054393768310547
sn84026272-1800-10-16-a-i0001,164,183,Alexan¬ der Addison,NIL,PER,Q25184130,Alexander Addison,,22.769298553466797
sn84026272-1800-10-16-a-i0001,438,459,State of Pennsylvania,Q7603789,ORG,Q1400,Pennsylvania,,28.242826461791992
sn84026272-1800-10-16-a-i0001,516,624,"Alexander Addison, President of the Courts of Common Pleas of me Fifth Cir¬ cuit of the State of Pennlylvann",Q25184130,PER,Q25184130,Alexander Addison,,26.463502883911133
sn84026272-1800-10-16-a-i0001,655,686,Congress of the Uni¬ ted States,Q11268,ORG,Q11268,United States Congress,,24.85902214050293
sn84026272-1800-10-16-a-i0001,870,925,"D.C * I.DWELL, Clerl of lie DiJtriEl of Peonsyl v aoisA",NIL,PER,Q5203534,D. C. Somervell,"{ ""wikipedia_page"": ""D.C. Somervell"", ""wikidata_id"": ""Q5203534"" }",9.397926330566406
sn84026272-1800-10-16-a-i0001,998,1019,"Mr, Dobson Bookseller",NIL,PER,NIL,"Mr, Dobson Bookseller","{ ""wikipedia_page"": ""Mr, Dobson Bookseller"", ""wikidata_id"": ""NIL"" }",15.515145301818848
sn84026272-1800-12-27-a-i0002,23,38,Hereford street,NIL,LOC,Q204720,Hereford,"{ ""wikipedia_page"": ""Hereford"", ""wikidata_id"": ""Q204720"" }",14.228533744812012
sn84026272-1800-12-27-a-i0002,464,470,Fiance,Q142,LOC,NIL,Fiance,"{ ""wikipedia_page"": ""Fiance"", ""wikidata_id"": ""NIL"" }",6.37893009185791
sn84026272-1800-12-27-a-i0002,817,821,OTTO,NIL,PER,Q43915,Otto I the Great,"{ ""wikipedia_page"": ""Otto I the Great"", ""wikidata_id"": ""Q43915"" }",4.061647891998291
sn82014385-1810-01-06-a-i0001,121,143,"Col. Thomas Duff, Esq.",NIL,PER,Q6132886,James Duff,"{ ""wikipedia_page"": ""Thomas Duff"", ""wikidata_id"": ""Q6132886"" }",12.040101051330566
sn82014385-1810-01-06-a-i0001,162,180,Newport—consisting,Q755805,LOC,Q755805,Newport,"{ ""wikipedia_page"": ""Newport"", ""wikidata_id"": ""Q755805"" }",12.70960807800293
sn82014385-1810-01-06-a-i0001,297,307,Christiana,Q11103025,LOC,Q11103025,Christina River,"{ ""wikipedia_page"": ""Christina River"", ""wikidata_id"": ""Q11103025"" }",14.318991661071777
sn82014385-1810-01-06-a-i0001,355,368,Turnpike road,NIL,LOC,Q269949,highway,"{ ""wikipedia_page"": ""Turnpike"", ""wikidata_id"": ""Q269949"" }",18.543663024902344
sn82014385-1810-01-06-a-i0001,386,398,Gap Ta¬ vern,NIL,LOC,NIL,Gap Ta¬ vern,"{ ""wikipedia_page"": ""Lancaster"", ""wikidata_id"": ""Q13419"" }",14.297510147094727
sn82014385-1810-01-06-a-i0001,402,411,Lancaster,NIL,LOC,Q142369,Lancaster County,"{ ""wikipedia_page"": ""Lancaster County, Pennsylvania"", ""wikidata_id"": ""Q142369"" }",16.399517059326172
sn82014385-1810-01-06-a-i0001,615,632,state of Delaware,Q1393,LOC,Q1393,Delaware,,24.02129364013672
sn82014385-1810-01-06-a-i0001,1094,1115,"TIICWAS DUFF, Esquire",NIL,PER,NIL,"TIICWAS DUFF, Esquire","{ ""wikipedia_page"": ""Thomas Duff"", ""wikidata_id"": ""NIL"" }",10.715331077575684
sn82014385-1810-01-06-a-i0001,1129,1141,Mrs. FIug™ns,NIL,PER,NIL,Mrs. FIug™ns,"{ ""wikipedia_page"": ""Mrs. Fugns"", ""wikidata_id"": ""NIL"" }",9.725927352905273
sn82014385-1810-01-06-a-i0001,1145,1155,Wilmington,Q174224,LOC,Q174224,Wilmington,"{ ""wikipedia_page"": ""Wilmington"", ""wikidata_id"": ""Q174224"" }",20.59455680847168
sn82014385-1810-01-06-a-i0001,1226,1236,Wilmington,Q174224,LOC,Q174224,Wilmington,"{ ""wikipedia_page"": ""Wilmington, Delaware"", ""wikidata_id"": ""Q174224"" }",18.042495727539062
sn82014385-1810-04-04-a-i0003,12,17,SPAIN,Q29,LOC,Q29,Spain,"{ ""wikipedia_page"": ""Spain"", ""wikidata_id"": ""Q29"" }",19.723915100097656
sn82014385-1810-04-04-a-i0003,19,33,Captain Taylor,NIL,PER,Q7329408,Richard Taylor,"{ ""wikipedia_page"": ""Richard Taylor"", ""wikidata_id"": ""Q7329408"" }",11.57522201538086
sn82014385-1810-04-04-a-i0003,69,81,Philadelphia,Q1345,LOC,Q1345,Philadelphia,,23.649795532226562
sn82014385-1810-04-04-a-i0003,98,103,Cadiz,Q15682,LOC,Q15682,Cádiz,,25.807727813720703
sn82014385-1810-04-04-a-i0003,153,166,Sierra Morena,Q686362,LOC,Q686362,Sierra Morena,,25.216449737548828
sn82014385-1810-04-04-a-i0003,178,191,Seville—drove,Q8717,LOC,Q8717,Seville,"{ ""wikipedia_page"": ""Seville"", ""wikidata_id"": ""Q8717"" }",15.393403053283691
sn82014385-1810-04-04-a-i0003,239,248,Cadiz—cap,Q15682,LOC,Q15682,Cádiz,"{ ""wikipedia_page"": ""Cádiz"", ""wikidata_id"": ""Q15682"" }",17.48401641845703
sn82014385-1810-04-04-a-i0003,256,266,Port Maria,Q203040,LOC,Q203040,El Puerto de Santa María,"{ ""wikipedia_page"": ""El Puerto de Santa María"", ""wikidata_id"": ""Q203040"" }",19.387449264526367
sn82014385-1810-04-04-a-i0003,310,315,Cadiz,Q15682,LOC,Q15682,Cádiz,"{ ""wikipedia_page"": ""Cádiz"", ""wikidata_id"": ""Q15682"" }",20.980281829833984
sn82014385-1810-04-04-a-i0003,485,490,Cadiz,Q15682,LOC,Q15682,Cádiz,"{ ""wikipedia_page"": ""Cádiz"", ""wikidata_id"": ""Q15682"" }",20.14168930053711
sn82014385-1810-04-04-a-i0003,553,564,king Joseph,Q7726,PER,Q7726,Joseph Bonaparte,"{ ""wikipedia_page"": ""Joseph Bonaparte"", ""wikidata_id"": ""Q7726"" }",15.076738357543945
sn82014385-1810-04-04-a-i0003,619,624,Cadiz,Q15682,LOC,Q15682,Cádiz,,21.582937240600586
sn82014385-1810-04-04-a-i0003,643,652,Ferdinand,Q186256,PER,Q186256,Ferdinand VII of Spain,"{ ""wikipedia_page"": ""Ferdinand VII of Spain"", ""wikidata_id"": ""Q186256"" }",17.336332321166992
sn82014385-1810-04-04-a-i0003,684,693,Cadiz Bay,NIL,LOC,Q117157,Gulf of Cádiz,,27.24651336669922
sn82014385-1810-04-04-a-i0003,719,724,Iliea,NIL,LOC,Q13745,Llívia,"{ ""wikipedia_page"": ""Llívia"", ""wikidata_id"": ""Q13745"" }",13.6052885055542
sn82014385-1810-04-04-a-i0003,850,856,Purvis,NIL,PER,Q41752069,John Child Purvis,"{ ""wikipedia_page"": ""John Child Purvis"", ""wikidata_id"": ""Q41752069"" }",20.49401092529297
sn82014385-1810-04-04-a-i0003,893,898,Cadiz,Q15682,LOC,Q15682,Cádiz,,22.293092727661133
sn82014385-1810-04-04-a-i0003,946,951,Cadiz,Q15682,LOC,Q15682,Cádiz,"{ ""wikipedia_page"": ""Cádiz"", ""wikidata_id"": ""Q15682"" }",19.29306983947754
sn82014385-1810-04-04-a-i0003,1144,1158,Phila¬ delphia,Q1345,LOC,Q1345,Philadelphia,"{ ""wikipedia_page"": ""Philadelphia"", ""wikidata_id"": ""Q1345"" }",18.482763290405273
sn82014385-1810-04-14-a-i0004,1436,1454,Messrs. 7?. Lee Sr,NIL,PER,Q5541867,"George Ludlow Lee, Sr.","{ ""wikipedia_page"": ""Lee Sr"", ""wikidata_id"": ""Q5541867"" }",6.090818881988525
sn82014385-1810-04-14-a-i0004,2021,2030,Mr. Vance,NIL,PER,NIL,Mr. Vance,"{ ""wikipedia_page"": ""George Harwcod"", ""wikidata_id"": ""NIL"" }",11.105730056762695
sn82014385-1810-04-14-a-i0004,2032,2049,178 Market-street,NIL,LOC,Q6770747,Market Street,"{ ""wikipedia_page"": ""Market Street"", ""wikidata_id"": ""Q6770747"" }",14.404226303100586
sn82014385-1810-04-14-a-i0004,2215,2229,George Harwcod,NIL,PER,Q13529927,George Harcourt,"{ ""wikipedia_page"": ""George Harcourt"", ""wikidata_id"": ""Q13529927"" }",16.6027774810791
sn82014385-1810-04-14-a-i0004,2231,2255,"Market street, Baltimore",NIL,LOC,Q6770666,Market Center,"{ ""wikipedia_page"": ""Market Street, Baltimore"", ""wikidata_id"": ""Q6770666"" }",12.178471565246582
sn82014385-1810-05-30-a-i0001,150,163,United States,Q30,LOC,Q30,United States of America,,21.287763595581055
