doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
hidden_test_fr_2,2019,2026,Conseil,Q2993836,ORG,Q2993836,Conseil des ministres,yes,12.945405960083008
hidden_test_fr_2,2926,2935,Hen¬nezel,Q593153,LOC,Q593153,Hennezel,Yes.,28.875625610351562
hidden_test_fr_2,2937,2959,"Henri Menier, bûcheron",NIL,PER,NIL,"Henri Menier, bûcheron",no,0
hidden_test_fr_3,598,642,grande-duchesse Marie¬Adélaïde de Luxembourg,Q159075,PER,Q159075,"Grande-Duchesse Marie-Adélaïde I, Grande-Duchesse de Luxembourg",yes,26.607383728027344
hidden_test_fr_3,1114,1121,Antonia,Q266142,PER,Q266142,Antonia de Luxembourg,"""yes""",25.771465301513672
hidden_test_fr_3,1130,1155,prince Ruprecht deBavière,Q44893,PER,Q44893,Rupprecht de Bavière,yes,24.341625213623047
hidden_test_fr_3,1963,1969,France,Q142,LOC,Q142,France,Yes,19.854450225830078
hidden_test_fr_3,2019,2055,Compagnie de l'Estdes chemins de fer,NIL,ORG,NIL,Compagnie de l'Estdes chemins de fer,No,0
hidden_test_fr_3,4112,4130,M. Jules Siegfried,Q3188910,PER,Q3188910,Jules Siegfried,yes,22.538745880126953
hidden_test_fr_3,4385,4403,M. Jules Siegfried,Q3188910,PER,Q3188910,Jules Siegfried,yes,20.057945251464844
hidden_test_fr_3,4570,4585,Alsace-Lorraine,Q155144,LOC,Q155144,Alsace-Lorraine,yes,15.63055419921875
hidden_test_fr_4,334,339,Sofia,Q472,LOC,Q472,Sofia,yes,21.01020050048828
hidden_test_fr_4,1551,1649,"M. Adolphe Salles, président duConseil d'administration de la Sociétédes Grands Moulins de Corbeil",NIL,PER,NIL,"M. Adolphe Salles, président duConseil d'administration de la Sociétédes Grands Moulins de Corbeil",no,0
hidden_test_fr_4,2005,2022,M. Lucien Baumann,NIL,PER,NIL,M. Lucien Baumann,No.,0
hidden_test_fr_4,2819,2825,Alsace,Q1142,LOC,Q1142,Alsace,yes,23.53596305847168
hidden_test_fr_5,3645,3697,"Société Générale de Négociatione21, rue Auber, Paris",NIL,LOC,NIL,"Société Générale de Négociatione21, rue Auber, Paris",No.,0
hidden_test_fr_5,4630,4637,Fresnes,Q5503154,LOC,Q5503154,centre pénitentiaire de Fresnes,yes,23.86872673034668
hidden_test_fr_6,234,246,M. Tarnowski,NIL,PER,NIL,M. Tarnowski,no,0
hidden_test_fr_6,1775,1817,Charles Girault l'architecte du PetiPalais,Q1064558,PER,Q1064558,Charles Girault,yes,27.58045768737793
hidden_test_fr_6,1921,1928,Bibesco,NIL,PER,NIL,Bibesco,no,0
hidden_test_fr_6,4604,4612,Picardie,Q13950,LOC,Q13950,Picardie,"""yes""",19.625507354736328
hidden_test_fr_6,4760,4768,Hollande,Q102911,LOC,Q102911,Hollande,Yes.,19.16243553161621
hidden_test_fr_6,4998,5003,Havre,Q42810,LOC,Q42810,Le Havre,Yes,21.342662811279297
hidden_test_fr_6,5483,5516,Imp de lO'ure » rue Lous-lecranit,NIL,LOC,NIL,Imp de lO'ure » rue Lous-lecranit,no,0
hidden_test_fr_6,5921,5927,Tevere,Q3792980,PROD,Q3792980,Il Tevere,Yes.,14.628578186035156
hidden_test_fr_8,992,997,Paris,Q90,LOC,Q90,Paris,yes,14.736958503723145
hidden_test_fr_9,2288,2296,Philippe,NIL,PER,NIL,Philippe,No,0
hidden_test_fr_10,4811,4836,"Henriette, 3, à la Fronde",NIL,LOC,NIL,"Henriette, 3, à la Fronde",no,0
hidden_test_fr_10,5490,5501,Mme Bonneau,NIL,PER,NIL,Mme Bonneau,no,0
hidden_test_fr_10,5783,5801,quartierMontmartre,Q186115,LOC,Q186115,Montmartre,Yes,18.950111389160156
hidden_test_fr_11,1439,1444,Paris,Q90,LOC,Q90,Paris,yes,18.467105865478516
hidden_test_fr_11,1965,1981,butte Montmartre,Q186115,LOC,Q186115,Montmartre,yes,24.108558654785156
hidden_test_fr_11,2136,2155,cascade duTrocadéro,NIL,LOC,NIL,cascade duTrocadéro,No.,0
hidden_test_fr_11,2819,2830,rue Lamarck,Q3448737,LOC,Q3448737,rue Lamarck,yes,31.34139633178711
hidden_test_fr_11,3307,3319,rue La¬marck,Q3448737,LOC,Q3448737,rue Lamarck,Yes,30.82302474975586
hidden_test_fr_12,522,558,"Marie, déjà si belle et si charmante",NIL,PER,NIL,"Marie, déjà si belle et si charmante",no,0
hidden_test_fr_12,815,819,Dieu,Q190,PER,Q190,Dieu,"""yes""",18.79889678955078
hidden_test_fr_13,135,141,Jesson,NIL,PER,NIL,Jesson,No.,0
hidden_test_fr_13,1727,1732,Mario,NIL,PER,NIL,Mario,"""no""",0
hidden_test_fr_13,2406,2427,"M. Albert, interprète",NIL,PER,NIL,"M. Albert, interprète",No,0
hidden_test_fr_13,3273,3279,Pierri,NIL,PER,NIL,Pierri,No.,0
hidden_test_fr_13,4286,4292,France,Q142,LOC,Q142,France,"""yes""",18.985984802246094
hidden_test_fr_13,5881,5894,Châteaubriand,Q49767,PER,Q49767,François-René de Chateaubriand,yes,17.874807357788086
hidden_test_fr_13,6181,6187,France,Q142,LOC,Q142,France,yes,21.059484481811523
hidden_test_fr_13,7692,7711,héroïque carrosseux,NIL,PER,NIL,héroïque carrosseux,no,0
hidden_test_fr_14,1437,1465,conseilsupérieur du commerce,NIL,ORG,NIL,conseilsupérieur du commerce,no,0
