doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
hidden_test_fr_1,898,910,café Mollard,NIL,LOC,Q2924015,brasserie Mollard,yes,23.21965217590332
hidden_test_fr_2,1881,1896,Palais-Bour¬bon,Q936633,LOC,NIL,Palais-Bour¬bon,no,0
hidden_test_fr_2,2675,2680,Œuvre,Q1880717,PROD,NIL,Œuvre,no,0
hidden_test_fr_3,761,771,Luxembourg,Q32,LOC,NIL,Luxembourg,no,0
hidden_test_fr_4,1079,1084,Sofia,Q472,LOC,NIL,Sofia,no,0
hidden_test_fr_4,1284,1301,M. Lucien Baumann,NIL,PER,Q3265363,Lucien Baumann,yes,32.06652069091797
hidden_test_fr_4,2370,2376,France,Q142,LOC,NIL,France,no,0
hidden_test_fr_5,35,44,Jan¬nings,Q77181,PER,NIL,Jan¬nings,No,0
hidden_test_fr_5,695,719,"STUDIO 28 10, r. Tholoze",Q3500949,LOC,NIL,"STUDIO 28 10, r. Tholoze",no,0
hidden_test_fr_5,952,978,"21, rue Auber, PARIS (IXe)",NIL,LOC,Q204622,19e arrondissement de Paris,Yes.,12.326483726501465
hidden_test_fr_5,1668,1673,Paris,Q90,LOC,Q3278478,Ville de Paris,yes,14.00527286529541
hidden_test_fr_5,1833,1848,"Paris, 15e arr.",Q191066,LOC,NIL,"Paris, 15e arr.",no,0
hidden_test_fr_5,3030,3081,"société Générale de Négocianone21, rue Auber, Paris",NIL,LOC,Q270363,Société générale,Yes,16.312427520751953
hidden_test_fr_5,3714,3727,Seine-et-Oise,Q979470,LOC,NIL,Seine-et-Oise,no,0
hidden_test_fr_5,4427,4445,20e arrondissement,Q210720,LOC,NIL,20e arrondissement,No.,0
hidden_test_fr_5,4543,4550,Fresnes,Q5503154,LOC,NIL,Fresnes,no,0
hidden_test_fr_6,270,277,Pologne,Q36,LOC,NIL,Pologne,no,0
hidden_test_fr_6,479,495,M. HenriMontfort,NIL,PER,Q3132336,Henri de Montfort,yes,23.806400299072266
hidden_test_fr_6,1939,1943,Lyon,Q456,LOC,NIL,Lyon,no,0
hidden_test_fr_6,2763,2768,Paris,Q90,LOC,NIL,Paris,no,0
hidden_test_fr_6,4616,4625,Normandie,Q18677875,LOC,Q1086855,camembert de Normandie,yes,15.051066398620605
hidden_test_fr_7,77,88,Coulommiers,Q251731,LOC,NIL,Coulommiers,no,0
hidden_test_fr_7,143,149,Rebais,Q840728,LOC,NIL,Rebais,no,0
hidden_test_fr_8,383,397,RUEL (Artisan),NIL,PER,Q28925548,Xavier Ruel,yes,14.031875610351562
hidden_test_fr_9,3855,3863,Philippe,NIL,PER,Q296555,Philippe d'Orléans,yes,11.270771026611328
hidden_test_fr_10,6093,6112,"5, ruedes Ursulines",NIL,LOC,Q3452076,rue des Ursulines,Yes.,11.483750343322754
hidden_test_fr_10,7270,7284,"64,rue Pigalle",NIL,LOC,Q576507,Pigalle,"""yes""",12.787622451782227
hidden_test_fr_11,1915,1931,butte Montmartre,Q186115,LOC,NIL,butte Montmartre,no,0
hidden_test_fr_11,3667,3715,"M.Formigé, architecte du service des prome¬nades",Q1685409,PER,NIL,"M.Formigé, architecte du service des prome¬nades",no,0
