doc_id,surface,start_pos,end_pos,type,identifier
lestragdiesdeso00tourgoog_0064,Iphig. Taur.,161,173,WORK,Q523227
lestragdiesdeso00tourgoog_0064,Phéniciennes,223,235,WORK,Q1233660
lestragdiesdeso00tourgoog_0064,Laërte,462,468,PER,Q748296
lestragdiesdeso00tourgoog_0064,Ellendt,658,665,PER,Q18411800
lestragdiesdeso00tourgoog_0064,ϑυϊάλ5,696,702,PER,Q1534037
lestragdiesdeso00tourgoog_0064,Andocide,729,737,PER,Q391654
lestragdiesdeso00tourgoog_0064,discours Sur les Mystères,739,764,WORK,Q87737021
lestragdiesdeso00tourgoog_0064,Ajux,1329,1333,PER,Q172725
lestragdiesdeso00tourgoog_0067,Ellendt,11,18,PER,Q18411800
lestragdiesdeso00tourgoog_0067,Linwood,205,212,PER,NIL
lestragdiesdeso00tourgoog_0067,hymne homérique à Apollon,217,242,WORK,Q3798932
lestragdiesdeso00tourgoog_0067,"Lemnos,lcarie",251,264,LOC,Q209576
lestragdiesdeso00tourgoog_0067,Nhodes,266,272,LOC,Q43048
lestragdiesdeso00tourgoog_0067,les Perses,287,297,WORK,Q788458
lestragdiesdeso00tourgoog_0067,Eschyle,300,307,PER,Q40939
lestragdiesdeso00tourgoog_0067,Phil.,608,613,WORK,Q1415903
lestragdiesdeso00tourgoog_0067,Rhésus,641,647,WORK,Q667750
lestragdiesdeso00tourgoog_0067,ſi.,678,681,WORK,Q8275
lestragdiesdeso00tourgoog_0067,"d’Aristote,",1013,1024,PER,Q868
lestragdiesdeso00tourgoog_0067,Aristophane,1035,1046,PER,Q43353
lestragdiesdeso00tourgoog_0067,Chevaliers,1048,1058,WORK,Q1215817
lestragdiesdeso00tourgoog_0067,OEdipe ἃ Οοίοπε,1093,1108,WORK,Q294001
lestragdiesdeso00tourgoog_0067,Iphigénie & Aulis,1509,1526,WORK,Q1233770
lestragdiesdeso00tourgoog_0067,Wunder,1783,1789,PER,Q15438962
lestragdiesdeso00tourgoog_0067,Wander,1949,1955,PER,Q15438962
lestragdiesdeso00tourgoog_0081,Athènes,312,319,LOC,Q1524
lestragdiesdeso00tourgoog_0081,Électre,325,332,WORK,Q733444
lestragdiesdeso00tourgoog_0081,OEd. Ro:,478,486,WORK,Q148643
lestragdiesdeso00tourgoog_0089,ΟΕ Δ. (οί.,133,143,WORK,Q294001
lestragdiesdeso00tourgoog_0089,ISehneidewin,171,183,PER,Q70043
lestragdiesdeso00tourgoog_0089,Wunder,474,480,PER,Q15438962
lestragdiesdeso00tourgoog_0089,Schneidewin,540,551,PER,Q70043
lestragdiesdeso00tourgoog_0089,Teucer,642,648,PER,Q878184
lestragdiesdeso00tourgoog_0089,Électre,893,900,WORK,Q733444
lestragdiesdeso00tourgoog_0089,Scbneidewin,970,981,PER,Q70043
lestragdiesdeso00tourgoog_0089,"QEd, Roi",1190,1198,WORK,Q148643
lestragdiesdeso00tourgoog_0097,Odyssée,29,36,WORK,Q35160
lestragdiesdeso00tourgoog_0097,Eustathe,223,231,PER,Q453465
lestragdiesdeso00tourgoog_0097,"Hérodote,",652,661,PER,Q26825
lestragdiesdeso00tourgoog_0097,Attius,1067,1073,PER,Q311287
lestragdiesdeso00tourgoog_0097,Macrobe,1080,1087,PER,Q313934
lestragdiesdeso00tourgoog_0097,Sophocle,1270,1278,PER,Q11950683
lestragdiesdeso00tourgoog_0097,ÆRacine,1340,1347,PER,Q742
lestragdiesdeso00tourgoog_0097,OEd. Col.,1496,1505,WORK,Q294001
lestragdiesdeso00tourgoog_0097,Trachiniennes,1660,1673,WORK,Q945342
lestragdiesdeso00tourgoog_0097,»λίϊοοί.,1816,1824,WORK,Q1415903
lestragdiesdeso00tourgoog_0097,Schneidewin,1883,1894,PER,Q70043
lestragdiesdeso00tourgoog_0097,Dindorf,1979,1986,PER,Q67533
lestragdiesdeso00tourgoog_0121,Hermann,410,417,PER,Q77616
lestragdiesdeso00tourgoog_0121,Ellendt,421,428,PER,Q18411557
lestragdiesdeso00tourgoog_0121,OEd. à Colone,467,480,WORK,Q294001
lestragdiesdeso00tourgoog_0121,Wunder,488,494,PER,Q15438962
lestragdiesdeso00tourgoog_0121,Schneidewin.],498,511,PER,Q70043
lestragdiesdeso00tourgoog_0121,Tecmesse,542,550,PER,Q10796858
lestragdiesdeso00tourgoog_0121,Ajax,573,577,PER,Q172725
lestragdiesdeso00tourgoog_0121,Élecrrc,870,877,WORK,Q733444
lestragdiesdeso00tourgoog_0024,Elmsley,532,539,PER,Q7173848
lestragdiesdeso00tourgoog_0024,Oxford,722,728,LOC,Q34217
lestragdiesdeso00tourgoog_0024,Guillaume Dindorf,732,749,PER,Q67533
lestragdiesdeso00tourgoog_0024,Elmsley,810,817,PER,Q7173848
lestragdiesdeso00tourgoog_0024,Gaisford,821,829,PER,Q2424118
lestragdiesdeso00tourgoog_0024,Nauck,2083,2088,PER,Q95964
lestragdiesdeso00tourgoog_0025,Rhin,1014,1018,LOC,Q21198444
lestragdiesdeso00tourgoog_0025,Neue,1473,1477,PER,NIL
lestragdiesdeso00tourgoog_0025,Neue,1602,1606,PER,NIL
lestragdiesdeso00tourgoog_0025,Sophocle,1883,1891,PER,Q7235
lestragdiesdeso00tourgoog_0025,Neue,2008,2012,PER,NIL
lestragdiesdeso00tourgoog_0138,Antigone,366,374,WORK,Q241077
lestragdiesdeso00tourgoog_0138,Eschyle,410,417,PER,Q40939
lestragdiesdeso00tourgoog_0138,Agamemnon,419,428,WORK,Q3320792
lestragdiesdeso00tourgoog_0138,Androm.,587,594,WORK,Q512802
lestragdiesdeso00tourgoog_0138,Heracl.,600,607,WORK,Q1233835
lestragdiesdeso00tourgoog_0138,Trachin.,627,635,WORK,Q1049466
lestragdiesdeso00tourgoog_0138,T. Liv.,657,664,PER,Q2039
lestragdiesdeso00tourgoog_0138,"Plutarch., Sull.",712,728,WORK,Q12902611
lestragdiesdeso00tourgoog_0138,Lu«cull.xv);,738,750,WORK,Q12902610
lestragdiesdeso00tourgoog_0138,Phænic.,762,769,WORK,Q1233660
lestragdiesdeso00tourgoog_0138,Lobeck,779,785,PER,Q84734
lestragdiesdeso00tourgoog_0138,Aristophane,910,921,PER,Q43353
