doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
NZZ-1798-01-20-a-p0002,41,44,Rom,Q220,LOC,Q220,Rom,,16.237071990966797
NZZ-1798-01-20-a-p0002,47,59,Buonaparte's,Q517,PER,Q517,Napoleon Bonaparte,,16.811119079589844
NZZ-1798-01-20-a-p0002,111,114,Rom,Q220,LOC,Q220,Rom,,17.89097023010254
NZZ-1798-01-20-a-p0002,318,330,Frank reichs,Q142,LOC,Q146246,Fränkisches Reich,,18.549236297607422
NZZ-1798-01-20-a-p0002,925,936,Gen. Duphot,Q977001,PER,Q977001,Léonard Duphot,,19.92439842224121
NZZ-1798-01-20-a-p0002,1100,1128,General¬ Lieutenant Sherlöck,NIL,PER,Q19947714,,,14.862799644470215
NZZ-1798-01-20-a-p0002,1751,1754,Rom,Q220,LOC,Q220,Rom,,21.29958152770996
NZZ-1798-01-20-a-p0002,1769,1781,Basseville's,Q3339973,PER,NIL,Basseville's,"""no""",0
NZZ-1798-01-20-a-p0002,1815,1826,Gen. Duphot,Q977001,PER,NIL,Gen. Duphot,no,0
NZZ-1808-04-29-a-p0002,468,490,danischen Blatte Dagen,Q1768412,PROD,Q35,Dänemark," { ""wikipedia_page"": ""Dänemark"", ""wikidata_id"": ""Q35"" }",12.746357917785645
NZZ-1808-04-29-a-p0002,580,587,Rußland,Q159,LOC,Q159,Russland,,20.58448028564453
NZZ-1808-04-29-a-p0002,653,660,Seeland,Q25535,LOC,Q25535,Seeland,,17.66101837158203
NZZ-1808-04-29-a-p0002,774,781,Rußland,Q159,LOC,Q159,Russland,,19.934825897216797
NZZ-1808-04-29-a-p0002,790,808,General Hutchinson,Q321765,PER,Q5539108,George F. Hopkinson,,18.16754150390625
NZZ-1808-04-29-a-p0002,883,901,General Hutchinson,Q321765,PER,Q5593220,Graham Seton Hutchison,,17.001651763916016
NZZ-1808-04-29-a-p0002,977,987,Kopenhagen,Q1748,LOC,Q1748,Kopenhagen,,25.08263397216797
NZZ-1808-04-29-a-p0002,1282,1289,England,Q21,LOC,Q21,England,,20.527667999267578
NZZ-1808-04-29-a-p0002,1440,1451,Bartenstein,Q809585,LOC,NIL,Bartenstein,no,0
NZZ-1808-04-29-a-p0002,1562,1570,Dänemark,Q35,LOC,Q35,Dänemark,,19.427690505981445
NZZ-1808-04-29-a-p0002,1605,1615,Frankreich,Q142,LOC,Q142,Frankreich,,18.508224487304688
NZZ-1808-04-29-a-p0002,1942,1952,Lord Gower,Q334145,PER,Q336200,"John Leveson-Gower, 1. Earl Gower",,18.531835556030273
NZZ-1808-04-29-a-p0002,2847,2854,Rußland,Q159,LOC,Q159,Russland,,21.789072036743164
NZZ-1808-04-29-a-p0002,3060,3070,Dä¬ nemark,Q35,LOC,Q35,Dänemark,,18.4348201751709
NZZ-1808-04-29-a-p0002,3213,3222,Kronstadt,Q155863,LOC,Q155863,Kronschtadt,,18.67498016357422
NZZ-1808-04-29-a-p0002,3527,3536,Kronstadt,Q155863,LOC,Q155863,Kronschtadt,,16.57655143737793
NZZ-1808-04-29-a-p0002,3737,3745,Dänemark,Q35,LOC,Q35,Dänemark,,21.766136169433594
NZZ-1808-04-29-a-p0002,3800,3825,Hamburger-Korrespondenten,Q822923,PROD,Q822923,Hamburgischer Correspondent,,20.38760757446289
NZZ-1808-04-29-a-p0002,3836,3846,Petersburg,Q656,LOC,Q656,Sankt Petersburg,,22.325889587402344
NZZ-1808-04-29-a-p0002,3875,3904,neuesten Berlinischen Zeitung,Q675003,PROD,Q10185,Berliner Zeitung,,16.848283767700195
NZZ-1808-04-29-a-p0002,3926,3941,H. von Rotzebue,NIL,PER,Q23710528,Christian Ludwig Kotzebue,,22.037933349609375
NZZ-1808-04-29-a-p0002,3945,3953,Ehstland,Q191,LOC,NIL,Ehstland,no,0
NZZ-1808-04-29-a-p0002,4244,4256,Peters¬ burg,Q656,LOC,Q656,Sankt Petersburg,,16.568700790405273
NZZ-1808-04-29-a-p0002,4308,4325,General Burhöyden,NIL,PER,Q1504395,John Fox Burgoyne,,17.0417537689209
NZZ-1818-01-09-a-p0001,404,426,würdige De¬ kan Kaiser,NIL,PER,NIL,würdige De¬ kan Kaiser,no,0
NZZ-1818-01-09-a-p0001,430,437,Ansbach,Q14859,LOC,Q14859,Ansbach,,24.061237335205078
NZZ-1818-01-09-a-p0001,499,507,Nürnberg,Q2090,LOC,Q2090,Nürnberg,,24.0393123626709
NZZ-1818-01-09-a-p0001,574,602,"M. Mles, Pfarrer zu Deyzisau",NIL,PER,Q1702328,Meileshof,,17.12434196472168
NZZ-1818-01-09-a-p0001,606,629,Königreich Wür¬ temberg,Q159631,LOC,Q159631,Königreich Württemberg,,31.36882972717285
NZZ-1818-01-09-a-p0001,679,688,Stuttgart,Q1022,LOC,Q1022,Stuttgart,,17.23969841003418
NZZ-1818-01-09-a-p0001,694,703,Steinkopf,NIL,PROD,Q65588474,Johann Friedrich Steinkopf,,15.111607551574707
NZZ-1818-01-09-a-p0001,901,907,Luther,Q9554,PER,Q9554,Martin Luther,,22.915367126464844
