doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
hidden_test_fi_1,102,120,valta-kunnanduuman,Q844793,ORG,Q1649453,Venäjän keisarikunnan valtakunnanduuma,yes,8.783946990966797
hidden_test_fi_1,638,647,Venäjällä,Q34266,LOC,Q159,Venäjä,,20.777759552001953
hidden_test_fi_1,781,789,Poincaré,Q191974,PER,Q81082,Henri Poincaré,,22.64206886291504
hidden_test_fi_1,851,859,Poincaré,Q191974,PER,Q81082,Henri Poincaré,,24.832021713256836
hidden_test_fi_1,1005,1012,Ranskan,Q70802,LOC,Q142,Ranska,,21.11480712890625
hidden_test_fi_1,1407,1462,Moskovan yliopiston yksityisdo-sentti P. M. Golovatshev,NIL,PER,Q13164,Moskovan valtionyliopisto,,21.778453826904297
hidden_test_fi_1,1589,1600,Rooseveltin,Q33866,PER,Q8007,Franklin D. Roosevelt,,25.58303451538086
hidden_test_fi_1,1647,1658,Rooseveltia,Q33866,PER,Q8007,Franklin D. Roosevelt,,24.09410858154297
hidden_test_fi_1,1706,1715,Venäjällä,Q34266,LOC,Q159,Venäjä,yes,19.52863883972168
hidden_test_fi_1,1725,1739,San Franciscon,NIL,LOC,Q62,San Francisco,,23.248706817626953
hidden_test_fi_1,1759,1768,Roosevelt,Q33866,PER,Q8007,Franklin D. Roosevelt,,26.91094398498535
hidden_test_fi_1,2395,2411,Calumet & Heclan,Q5024102,ORG,NIL,Calumet & Heclan,no,0
hidden_test_fi_1,2960,2989,Saksi-Weimarinprinsessa Sofia,Q7244832,PER,Q4430034,,,24.352298736572266
hidden_test_fi_1,3676,3692,Na-tionalzeitung,NIL,PROD,Q1493289,Berliner National-Zeitung,,20.36231803894043
hidden_test_fi_1,3707,3737,Saksi-Weimarin prinsessa Sofia,Q7244832,PER,Q242862,,,22.71378517150879
hidden_test_fi_1,4910,4918,Poincaré,Q191974,PER,Q81082,Henri Poincaré,,21.89718246459961
hidden_test_fi_2,46,62,Arvopaperipörssi,Q581755,ORG,Q11691,arvopaperipörssi,,26.16436195373535
hidden_test_fi_2,83,97,Pörssikomitean,NIL,ORG,Q11889506,Suomen Pörssisäätiö,,22.613981246948242
hidden_test_fi_2,132,148,arvopaperipörssi,Q581755,ORG,Q11691,arvopaperipörssi,,27.92870330810547
hidden_test_fi_2,183,201,arvo-paperipörssiä,NIL,ORG,Q11691,arvopaperipörssi,,23.521020889282227
hidden_test_fi_2,267,295,MerivakuutusosakeyhtiöTriton,NIL,ORG,Q97198894,Merivakuutus Oy Triton,,23.950424194335938
hidden_test_fi_2,351,380,merivakuutus-osakeyhtiöTriton,NIL,ORG,Q97198894,Merivakuutus Oy Triton,,22.256975173950195
hidden_test_fi_2,548,554,Triton,NIL,ORG,Q97198894,Merivakuutus Oy Triton,yes,16.16847801208496
hidden_test_fi_2,645,653,Tritonin,NIL,ORG,Q97198894,Merivakuutus Oy Triton,yes,17.742534637451172
hidden_test_fi_2,1322,1328,Triton,NIL,ORG,Q148030,Triton,,21.080116271972656
hidden_test_fi_2,1545,1551,Triton,NIL,ORG,Q97198894,Merivakuutus Oy Triton,yes,17.92281723022461
hidden_test_fi_2,1893,1920,kauppaneuvos C. F.Junnelius,NIL,PER,Q18677234,Kaupallinen neuvos,,23.996997833251953
hidden_test_fi_2,2487,2512,Suomen Meijeriyhdistyksen,NIL,ORG,Q65241846,,,28.33191680908203
hidden_test_fi_2,4362,4372,Irlannissa,Q22890,LOC,Q27,Irlanti,,25.303184509277344
hidden_test_fi_2,4555,4570,Alex von Becker,NIL,PER,Q107018411,Alexander von Becker,,27.20917510986328
hidden_test_fi_2,4850,4858,Suomessa,Q62633,LOC,Q33,Suomi,,21.96781349182129
hidden_test_fi_2,5032,5041,Venäjällä,Q34266,LOC,Q159,Venäjä,,23.9387149810791
hidden_test_fi_3,835,869,senaatinkanslisti Brynolf Jalasmaa,NIL,PER,Q18694043,Nordenstamin senaatti,,21.93842887878418
hidden_test_fi_3,875,899,va-ratuomarit Rob. Näkki,NIL,PER,Q110322551,Robert Näkki,yes,16.25725746154785
hidden_test_fi_3,901,917,Harry Nik-lander,NIL,PER,Q11861653,Harry Nikander,,27.358074188232422
hidden_test_fi_3,919,933,K. K. Järvinen,NIL,PER,Q11870502,Kauko Järvinen,,27.471670150756836
