doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
hidden_test_fi_1,102,120,valta-kunnanduuman,Q844793,ORG,Q1649453,Venäjän keisarikunnan valtakunnanduuma,yes,8.783946990966797
hidden_test_fi_1,638,647,Venäjällä,Q34266,LOC,Q159,Venäjä,,20.777759552001953
hidden_test_fi_1,743,771,duu- man jäsenen Vostrotinin,NIL,PER,NIL,duu- man jäsenen Vostrotinin,no,0
hidden_test_fi_1,781,789,Poincaré,Q191974,PER,Q81082,Henri Poincaré,,22.64206886291504
hidden_test_fi_1,790,801,Toulousesta,Q7880,LOC,Q7880,Toulouse,,23.24056053161621
hidden_test_fi_1,851,859,Poincaré,Q191974,PER,Q81082,Henri Poincaré,,24.832021713256836
hidden_test_fi_1,1005,1012,Ranskan,Q70802,LOC,Q142,Ranska,,21.11480712890625
hidden_test_fi_1,1367,1377,Pietarissa,Q656,LOC,Q656,Pietari,,22.116777420043945
hidden_test_fi_1,1407,1462,Moskovan yliopiston yksityisdo-sentti P. M. Golovatshev,NIL,PER,Q13164,Moskovan valtionyliopisto,,21.778453826904297
hidden_test_fi_1,1564,1575,Newyorkista,Q60,LOC,Q60,New York,,25.4447078704834
hidden_test_fi_1,1589,1600,Rooseveltin,Q33866,PER,Q8007,Franklin D. Roosevelt,,25.58303451538086
hidden_test_fi_1,1647,1658,Rooseveltia,Q33866,PER,Q8007,Franklin D. Roosevelt,,24.09410858154297
hidden_test_fi_1,1682,1693,Englannissa,Q21,LOC,Q21,Englanti,,22.72352409362793
hidden_test_fi_1,1706,1715,Venäjällä,Q34266,LOC,Q159,Venäjä,yes,19.52863883972168
hidden_test_fi_1,1725,1739,San Franciscon,NIL,LOC,Q62,San Francisco,,23.248706817626953
hidden_test_fi_1,1759,1768,Roosevelt,Q33866,PER,Q8007,Franklin D. Roosevelt,,26.91094398498535
hidden_test_fi_1,2395,2411,Calumet & Heclan,Q5024102,ORG,NIL,Calumet & Heclan,no,0
hidden_test_fi_1,2869,2883,Saksi-Weimarin,Q315667,LOC,Q315667,,,21.038009643554688
hidden_test_fi_1,2909,2923,Heidelbergissä,Q2966,LOC,Q2966,Heidelberg,,24.734472274780273
hidden_test_fi_1,2960,2989,Saksi-Weimarinprinsessa Sofia,Q7244832,PER,Q4430034,,,24.352298736572266
hidden_test_fi_1,3650,3660,Berlinistä,Q64,LOC,Q64,Berliini,,22.738096237182617
hidden_test_fi_1,3676,3692,Na-tionalzeitung,NIL,PROD,Q1493289,Berliner National-Zeitung,,20.36231803894043
hidden_test_fi_1,3707,3737,Saksi-Weimarin prinsessa Sofia,Q7244832,PER,Q242862,,,22.71378517150879
hidden_test_fi_1,3980,3998,Berliner Tageblatt,Q455014,PROD,Q455014,,,27.53986358642578
hidden_test_fi_1,4053,4067,Heidelbergissä,Q2966,LOC,Q2966,Heidelberg,,27.255218505859375
hidden_test_fi_1,4099,4109,Wei-mariin,Q3955,LOC,Q3955,Weimar,,21.12015724182129
hidden_test_fi_1,4511,4524,Paul Sabatier,Q104575,PER,Q104575,Paul Sabatier,,26.06829071044922
hidden_test_fi_1,4531,4540,Toulousen,Q7880,LOC,Q7880,Toulouse,,22.09169578552246
hidden_test_fi_1,4613,4697,"yliopiston professorin,Nobelin viimevuotisen kemianpalkin-non saajan Paul Sabatier’n",Q104575,PER,Q104575,Paul Sabatier,yes,15.037687301635742
hidden_test_fi_1,4710,4730,Presidentti Poincaré,Q191974,PER,Q191974,Raymond Poincaré,yes,19.450685501098633
hidden_test_fi_1,4759,4768,Toulousea,Q7880,LOC,Q7880,Toulouse,,22.86128807067871
hidden_test_fi_1,4910,4918,Poincaré,Q191974,PER,Q81082,Henri Poincaré,,21.89718246459961
hidden_test_fi_2,29,45,Helsingin pörssi,Q581755,ORG,Q581755,Helsingin pörssi,,32.79808807373047
hidden_test_fi_2,46,62,Arvopaperipörssi,Q581755,ORG,Q11691,arvopaperipörssi,,26.16436195373535
hidden_test_fi_2,83,97,Pörssikomitean,NIL,ORG,Q11889506,Suomen Pörssisäätiö,,22.613981246948242
hidden_test_fi_2,132,148,arvopaperipörssi,Q581755,ORG,Q11691,arvopaperipörssi,,27.92870330810547
hidden_test_fi_2,183,201,arvo-paperipörssiä,NIL,ORG,Q11691,arvopaperipörssi,,23.521020889282227
