doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
cu31924087948174_0059,80,91,Hes. Theog.,Q156498,WORK,Q156498,Theogony,,22.323572158813477
cu31924087948174_0059,365,369,Ajax,Q172725,PER,Q172725,Ajax the Great,"{""wikipedia_page"": ""Ajax the Great"", ""wikidata_id"": ""Q172725""}",19.00199317932129
cu31924087948174_0059,1192,1196,Ajax,Q172725,PER,Q172725,Ajax the Great,,20.714929580688477
cu31924087948174_0059,1377,1381,Ajax,Q172725,PER,Q172725,Ajax the Great,"```json { ""wikipedia_page"": ""Ajax the Great"", ""wikidata_id"": ""Q172725"" } ```",18.07391929626465
cu31924087948174_0059,1432,1436,Zeus,Q34201,PER,Q34201,Zeus,,21.105045318603516
cu31924087948174_0059,1475,1479,Zeus,Q34201,PER,Q34201,Zeus,,25.217538833618164
cu31924087948174_0059,1988,1996,Odysseus,Q47231,PER,Q47231,Odysseus,,30.869333267211914
cu31924087948174_0059,2021,2029,Sisyphus,Q102561,PER,Q102561,Sisyphus,,28.29780387878418
cu31924087948174_0059,2381,2391,Erechtheus,Q301219,PER,Q301219,Erechtheus,,25.59130859375
cu31924087948174_0060,281,285,Ajax,Q172725,PER,Q172725,Ajax the Great,,21.112430572509766
cu31924087948174_0060,302,310,Odysseus,Q47231,PER,Q47231,Odysseus,,22.98387336730957
cu31924087948174_0060,405,409,Ajax,Q172725,PER,Q172725,Ajax the Great,,20.859905242919922
cu31924087948174_0060,510,514,Ajax,Q172725,PER,Q172725,Ajax the Great,,23.766679763793945
cu31924087948174_0060,892,912,Shak. Ant. and Cleo.,Q606830,WORK,Q606830,Antony and Cleopatra,"{""wikipedia_page"": ""Antony and Cleopatra"", ""wikidata_id"": ""Q606830""}",10.129362106323242
cu31924087948174_0061,1611,1615,Ajax,Q172725,PER,Q172725,Ajax the Great,,22.277938842773438
cu31924087948174_0061,1619,1622,Il.,NIL,WORK,NIL,Il.,no,0
cu31924087948174_0061,1744,1748,Ajax,Q172725,PER,Q172725,Ajax the Great,,22.409666061401367
cu31924087948174_0061,2103,2113,Plat. Rep.,Q123397,WORK,Q123397,The Republic,"```json { ""wikipedia_page"": ""The Republic"", ""wikidata_id"": ""Q123397"" } ```",13.784093856811523
