doc_id,surface,start_pos,end_pos,type,identifier
cu31924087948174_0059,Hes. Theog.,80,91,WORK,Q156498
cu31924087948174_0059,Ajax,365,369,PER,Q172725
cu31924087948174_0059,Plat. Soph.,587,598,WORK,Q471715
cu31924087948174_0059,Aesch. Pers.,980,992,WORK,Q788458
cu31924087948174_0059,Ag.,1043,1046,WORK,Q3320792
cu31924087948174_0059,Ajax,1377,1381,PER,Q172725
cu31924087948174_0059,Zeus,1432,1436,PER,Q34201
cu31924087948174_0059,Phoebus,1484,1491,PER,Q3382132
cu31924087948174_0059,Odysseus,1988,1996,PER,Q47231
cu31924087948174_0059,Sophocles,2066,2075,PER,Q11950683
cu31924087948174_0059,Phil.,2160,2165,WORK,Q1415903
cu31924087948174_0059,Ant.,2314,2318,WORK,Q241077
cu31924087948174_0060,Hermann,88,95,PER,Q77616
cu31924087948174_0060,Ajax,281,285,PER,Q172725
cu31924087948174_0060,Ajax,405,409,PER,Q172725
cu31924087948174_0060,Ajax,510,514,PER,Q172725
cu31924087948174_0060,Eur. Phoen.,1166,1177,WORK,Q1233660
cu31924087948174_0060,11.,2365,2368,WORK,Q8275
cu31924087948174_0061,Oed. Tyr.,147,156,WORK,Q148643
cu31924087948174_0061,Tecmessa,243,251,PER,Q10796858
cu31924087948174_0061,O.T.,985,989,WORK,Q148643
cu31924087948174_0061,Salamis,1073,1080,LOC,Q202422
cu31924087948174_0061,"Tecmessa,",1126,1135,PER,Q10796858
cu31924087948174_0061,Ajax,1322,1326,PER,Q172725
cu31924087948174_0061,Ajax,1611,1615,PER,Q172725
cu31924087948174_0061,Il.,1619,1622,WORK,NIL
cu31924087948174_0061,Ajax,1744,1748,PER,Q172725
cu31924087948174_0061,Ant.,1872,1876,WORK,Q241077
cu31924087948174_0061,Aesch. Prom.,1989,2001,WORK,Q846870
cu31924087948174_0061,Plat. Rep.,2103,2113,WORK,Q123397
cu31924087948174_0061,Triclinius,2349,2359,PER,Q2987520
cu31924087948174_0062,Ajax,90,94,PER,Q172725
cu31924087948174_0062,Tecmessa,600,608,PER,Q10796858
cu31924087948174_0062,"Eur, Hec.",737,746,WORK,Q1115611
cu31924087948174_0062,"Alc,",787,791,WORK,Q1246408
cu31924087948174_0062,Pind. P.,918,926,WORK,Q3411444
cu31924087948174_0075,Odysseus,789,797,PER,Q47231
cu31924087948174_0075,Phil.,830,835,WORK,Q1415903
cu31924087948174_0075,Musgrave,1080,1088,PER,Q7412249
