doc_id,surface,start_pos,end_pos,type,identifier
EXP-1798-01-04-a-i0005,Maurice Bourgoin,92,108,PER,NIL
EXP-1798-01-04-a-i0005,Conseil d'Etat,210,224,ORG,NIL
EXP-1798-01-04-a-i0005,Landeron,498,506,LOC,Q70204
EXP-1798-01-04-a-i0005,Auguste,1240,1247,PER,NIL
EXP-1798-01-04-a-i0005,Val de-Travers,1675,1689,LOC,Q70526
EXP-1798-02-15-a-i0004,Neuchatel,74,83,LOC,Q69345
EXP-1798-02-15-a-i0004,rue des Moulins,753,768,LOC,NIL
EXP-1798-02-15-a-i0004,Chaumont,3043,3051,LOC,Q1068390
EXP-1798-02-15-a-i0004,M. Ghatenay,3509,3520,PER,NIL
EXP-1798-02-15-a-i0004,"M. le greffier Péter, son secrétaire",3558,3594,PER,NIL
EXP-1808-09-01-a-i0001,Chaux-de-Fonds,369,383,LOC,Q68124
EXP-1808-09-01-a-i0001,Chaùx-de-Fonds,487,501,LOC,Q68124
EXP-1808-09-01-a-i0001,Henriette,1141,1150,PER,NIL
EXP-1808-09-01-a-i0001,Jaques Guye,1242,1253,PER,NIL
EXP-1808-09-01-a-i0001,Verrières,1259,1268,LOC,Q69807
EXP-1808-09-01-a-i0001,Cote-aux-Fées,1304,1317,LOC,Q68526
EXP-1808-09-01-a-i0001,Verrières,1425,1434,LOC,Q69807
EXP-1808-09-01-a-i0001,Verrières,1768,1777,LOC,Q69807
EXP-1808-09-01-a-i0001,Neuchatel,2083,2092,LOC,Q69345
EXP-1808-09-01-a-i0001,Henri Favre,2899,2910,PER,NIL
EXP-1808-09-01-a-i0001,Valangin,3487,3495,LOC,Q70194
EXP-1808-09-01-a-i0001,la Sagne,3525,3533,LOC,Q68532
EXP-1808-09-01-a-i0001,la _Sagoe,4678,4687,LOC,Q68532
EXP-1808-09-01-a-i0001,"AUBERJOSOIS, président",5204,5226,PER,NIL
EXP-1808-09-01-a-i0001,Colombier,5988,5997,LOC,Q70339
EXP-1808-09-01-a-i0001,Colombier,6175,6184,LOC,Q70339
EXP-1808-09-01-a-i0001,Colombier,6324,6333,LOC,Q70339
EXP-1808-09-01-a-i0001,Bôle,6388,6392,LOC,Q70472
EXP-1808-09-01-a-i0001,Colombier,6396,6405,LOC,Q70339
EXP-1828-06-12-a-i0001,Samuel Huguenin,182,197,PER,NIL
EXP-1828-06-12-a-i0001,deJusticeduditColombier,340,363,LOC,Q70339
EXP-1828-06-12-a-i0001,"F. C'LtRC, £ ffier",490,508,PER,NIL
EXP-1828-06-12-a-i0001,Neuveville,561,571,LOC,Q69476
EXP-1828-06-12-a-i0001,Berne,596,601,LOC,Q70
EXP-1828-06-12-a-i0001,Fribourg,744,752,LOC,Q36378
EXP-1828-06-12-a-i0001,Suisse,756,762,LOC,Q39
EXP-1828-06-12-a-i0001,"Al. le juge civil Freudo'nreich, lieutenant d'Avoyer de la Préfecture à Berne",1917,1994,PER,NIL
EXP-1828-06-12-a-i0001,Berne,2566,2571,LOC,Q70
EXP-1828-06-12-a-i0001,"signéKocH, avocat",2620,2637,PER,NIL
EXP-1828-06-12-a-i0001,10 Juin 1828,4450,4462,LOC,NIL
EXP-1828-06-12-a-i0001,"J- HARTMANN, notaire",5187,5207,PER,NIL
EXP-1828-06-12-a-i0001,Ponts,5327,5332,LOC,Q68617
EXP-1828-06-12-a-i0001,Ponts,5649,5654,LOC,Q68617
EXP-1828-06-12-a-i0001,"M. de Aleuron, conseiller d'Etat",5697,5729,PER,NIL
EXP-1828-06-12-a-i0001,Auvernier,5851,5860,LOC,Q70385
EXP-1828-06-12-a-i0001,Corcelles,5932,5941,LOC,Q67862
EXP-1828-06-12-a-i0001,St. Biaise,6222,6232,LOC,Q70424
EXP-1828-06-12-a-i0001,Voëns,6291,6296,LOC,Q70424
EXP-1828-06-12-a-i0001,Enges,6302,6307,LOC,Q68546
EXP-1828-06-12-a-i0001,Valangin,6799,6807,LOC,Q70194
EXP-1828-06-12-a-i0001,St. Jean,7190,7198,LOC,NIL
EXP-1828-06-12-a-i0001,Ostervald,7217,7226,PER,NIL
EXP-1828-06-12-a-i0001,Globe,7456,7461,PROD,Q7736796
EXP-1828-06-12-a-i0001,Revue britannique,7468,7485,PROD,Q28790553
EXP-1828-06-12-a-i0001,Arrowsmith,7643,7653,PER,Q301678
EXP-1828-06-12-a-i0001,B. Viguerie,7686,7697,PER,Q13080819
EXP-1828-06-12-a-i0001,Brockhaus,7735,7744,PER,Q62851
EXP-1828-06-12-a-i0001,place des Halles,8076,8092,LOC,NIL
EXP-1828-06-12-a-i0001,AL Jn .-Dl. Andrié,8314,8332,PER,NIL
EXP-1828-06-12-a-i0001,grosdeNaples,8645,8657,LOC,Q2634
EXP-1828-06-12-a-i0001,Chine,9315,9320,LOC,Q29520
EXP-1828-06-12-a-i0001,"AI "" -Jeanrenaud-Racle",10288,10310,PER,NIL
EXP-1828-06-12-a-i0001,Inde,10338,10342,LOC,Q668
EXP-1828-06-12-a-i0001,Palerme,10962,10969,LOC,Q2656
EXP-1828-06-12-a-i0001,Dijon,11110,11115,LOC,Q7003
EXP-1828-06-12-a-i0001,Samuel Dubois,11481,11494,PER,NIL
EXP-1828-06-12-a-i0001,Colombier,11498,11507,LOC,Q70339
EXP-1828-06-12-a-i0001,Vaumarcus,11569,11578,LOC,Q70467
EXP-1828-06-12-a-i0001,M. Preud'homme-Favarger,11585,11608,PER,NIL
EXP-1828-06-12-a-i0001,Cologne,12143,12150,LOC,Q365
EXP-1828-06-12-a-i0001,Nice,12183,12187,LOC,Q33959
EXP-1828-06-12-a-i0001,Alaille,12225,12232,ORG,Q536450
EXP-1828-06-12-a-i0001,Paris,12245,12250,LOC,Q90
EXP-1858-05-08-a-i0001,citoyen Aug. L'Ecuyer-Pœllon,91,119,PER,NIL
EXP-1858-05-08-a-i0001,citoyen Jaques-Henri Favre,183,209,PER,NIL
EXP-1858-05-08-a-i0001,Locle,550,555,LOC,Q64093
EXP-1858-05-08-a-i0001,Locle,1181,1186,LOC,Q64093
EXP-1858-05-08-a-i0001,citoyen Louis-Edouard Hugiieiiin-Wuilleiiii'fî,1720,1766,PER,NIL
EXP-1858-05-08-a-i0001,Locle,2484,2489,LOC,Q64093
EXP-1858-05-08-a-i0001,Locle,2832,2837,LOC,Q64093
EXP-1858-05-08-a-i0001,la Chaux-de-Fonds,3052,3069,LOC,Q68124
EXP-1858-05-08-a-i0001,citoyen Ch. Bastide,3311,3330,PER,NIL
EXP-1858-05-08-a-i0001,Chaux-de-Fonds,3850,3864,LOC,Q68124
EXP-1858-05-08-a-i0001,"citoyen Simon Fournier, chef",3921,3949,PER,NIL
EXP-1858-05-08-a-i0001,Fournier,4072,4080,PER,NIL
EXP-1858-05-08-a-i0001,"ci-| toyen Henri-François Duvanel _, négociant",4560,4606,PER,NIL
EXP-1858-05-08-a-i0001,Brot-Dessous,4612,4624,LOC,Q70522
EXP-1858-05-08-a-i0001,Boudry,4736,4742,LOC,Q69507
EXP-1868-04-22-a-i0042,Grande-Bretagne,15,30,LOC,Q145
EXP-1868-04-22-a-i0042,"Sir Strafford Norlhcole, secrétaire d'Elat des colonies",33,88,PER,Q332650
EXP-1868-04-22-a-i0042,sir Robert Napier,100,117,PER,Q336474
EXP-1868-04-22-a-i0042,"général Slaveley, commandant la seconde colonne",299,346,PER,Q5082648
EXP-1868-04-22-a-i0042,Magdala,531,538,LOC,Q2279371
EXP-1868-04-22-a-i0042,Magdala,647,654,LOC,Q2279371
EXP-1868-04-22-a-i0042,àSalford,799,807,LOC,Q1142118
EXP-1868-04-22-a-i0042,Salford,968,975,LOC,Q1142118
EXP-1868-04-22-a-i0042,Avignon,1191,1198,LOC,Q6397
EXP-1868-04-22-a-i0042,Provence,1332,1340,LOC,Q101081
EXP-1868-04-22-a-i0042,Bas-Languedoc,1347,1360,LOC,Q809717
EXP-1868-04-22-a-i0042,Berne,1511,1516,LOC,Q11911
EXP-1868-04-22-a-i0042,Amérique,1805,1813,LOC,Q828
EXP-1868-04-22-a-i0042,l'Union libérale,3120,3136,PROD,NIL
EXP-1868-04-22-a-i0042,district du Val-de-Ruz,3450,3472,LOC,Q661256
EXP-1868-04-22-a-i0042,Fontainemelon,3527,3540,LOC,Q68544
EXP-1868-04-22-a-i0042,Areuse,4061,4067,LOC,Q111680
EXP-1868-04-22-a-i0042,Areuse,4364,4370,LOC,Q111680
EXP-1878-02-14-a-i0050,ROME,21,25,LOC,Q220
EXP-1878-02-14-a-i0050,St-Pierre,67,76,LOC,Q12512
EXP-1878-02-14-a-i0050,ROKE,1227,1231,LOC,Q220
EXP-1878-02-14-a-i0050,"eardinai-eamerlingue, Mgr Pecei",1250,1281,PER,Q43922
EXP-1878-02-14-a-i0050,Vatican,1561,1568,LOC,Q237
EXP-1878-02-14-a-i0050,ROME,1707,1711,LOC,Q220
EXP-1878-02-14-a-i0050,Rome,1824,1828,LOC,Q220
EXP-1878-02-14-a-i0050,empereur Guillaume,2355,2373,PER,Q150652
EXP-1878-02-14-a-i0050,Constantinople,2661,2675,LOC,Q16869
EXP-1878-02-14-a-i0050,Standard,2680,2688,PROD,Q666494
EXP-1878-02-14-a-i0050,Turquie,2712,2719,LOC,Q43
EXP-1878-02-14-a-i0050,Manche,2831,2837,LOC,Q34640
EXP-1878-02-14-a-i0050,POLA,2919,2923,LOC,NIL
EXP-1878-02-14-a-i0050,contre-amiral Barry,3064,3083,PER,NIL
EXP-1878-02-14-a-i0050,Berlin,3204,3210,LOC,Q64
EXP-1878-02-14-a-i0050,Vienne,3212,3218,LOC,Q1741
EXP-1878-02-14-a-i0050,Paris,3229,3234,LOC,Q90
EXP-1878-02-14-a-i0050,Constantinople,3368,3382,LOC,Q16869
EXP-1878-02-14-a-i0050,Constantinople,3915,3929,LOC,Q16869
EXP-1878-02-14-a-i0050,grand duc Nicolas,4053,4070,PER,Q160869
EXP-1918-09-10-a-i0035,SUISSE,0,6,LOC,Q39
EXP-1918-09-10-a-i0035,Allemagne,668,677,LOC,Q183
EXP-1918-09-10-a-i0035,Suisse,736,742,LOC,Q39
EXP-1918-09-10-a-i0035,Conseil fédéral,2312,2327,ORG,Q30917
EXP-1918-09-10-a-i0035,Jnnod-Bloch,2481,2492,PER,Q3188436
EXP-1918-09-10-a-i0035,Suisse,2537,2543,PROD,NIL
EXP-1918-09-10-a-i0035,Genève,2550,2556,LOC,Q71
EXP-1918-09-10-a-i0035,Entente,2732,2739,ORG,NIL
EXP-1918-09-10-a-i0035,Allemagne,2803,2812,LOC,Q183
EXP-1918-09-10-a-i0035,A. E. G.,3067,3075,ORG,Q158276
EXP-1918-09-10-a-i0035,Berlin,3079,3085,LOC,Q31910791
EXP-1918-09-10-a-i0035,Bloch,3992,3997,PER,Q3188436
EXP-1918-09-10-a-i0035,M. Bloch,4179,4187,PER,Q3188436
EXP-1918-09-10-a-i0035,M. Bloch,4503,4511,PER,Q3188436
EXP-1918-09-10-a-i0035,C. F. F.,4590,4598,ORG,Q83835
EXP-1918-09-10-a-i0035,C. F. F.,4633,4641,ORG,Q83835
EXP-1918-09-10-a-i0035,Conseil fédéral,4782,4797,ORG,Q30917
EXP-1918-09-10-a-i0035,Suisse,4987,4993,LOC,Q39
EXP-1918-09-10-a-i0035,Suisse,5925,5931,LOC,Q39
EXP-1918-09-10-a-i0035,Allemagne,6459,6468,LOC,Q183
EXP-1918-09-10-a-i0035,quatre frères Comte,7159,7178,PER,NIL
EXP-1918-09-10-a-i0035,FRIBOURG,7444,7452,LOC,Q25621447
EXP-1918-09-10-a-i0035,Liberté,7705,7712,PROD,NIL
EXP-1918-09-10-a-i0035,Hongrie,8190,8197,LOC,Q28
EXP-1918-09-10-a-i0035,M. Ad. Lachenal,8617,8632,PER,Q377118
EXP-1918-09-10-a-i0035,"M. Henri Fazy, président du Conseil d'Etat genevois",8634,8685,PER,Q3131072
EXP-1918-09-10-a-i0035,déserteur français nommé Pétermann,8915,8949,PER,NIL
EXP-1918-12-13-a-i0061,Zurcher Post,91,103,ORG,NIL
EXP-1918-12-13-a-i0061,Conseil national M. Cossy,418,443,PER,Q2156773
EXP-1918-12-13-a-i0061,Vaud,445,449,LOC,Q12771
EXP-1918-12-13-a-i0061,M. Huggler,862,872,PER,NIL
EXP-1918-12-13-a-i0061,Jura bernois,932,944,LOC,Q70
EXP-1918-12-13-a-i0061,Conseil fédéral,991,1006,ORG,Q30917
EXP-1918-12-13-a-i0061,M. Hirter,1167,1176,PER,Q1641554
EXP-1918-12-13-a-i0061,Banque nationale,1477,1493,ORG,Q597394
EXP-1918-12-13-a-i0061,Confédération,1564,1577,LOC,Q170156
EXP-1918-12-13-a-i0061,Russie,1946,1952,LOC,Q159
EXP-1918-12-13-a-i0061,MM. Grimm,2255,2264,PER,Q115645
EXP-1918-12-13-a-i0061,bolchévisme,2289,2300,PROD,Q571627
EXP-1918-12-13-a-i0061,Granges,2562,2569,LOC,Q68420
EXP-1918-12-13-a-i0061,M. Reymond,2713,2723,PER,Q3302675
EXP-1918-12-13-a-i0061,M. Musv,3516,3523,PER,Q674180
EXP-1918-12-13-a-i0061,Russie,3575,3581,LOC,Q159
EXP-1918-12-13-a-i0061,M. Graber,3983,3992,PER,Q120363
EXP-1918-12-13-a-i0061,M. Musy,4030,4037,PER,Q674180
EXP-1928-05-29-a-i0007,Feuille d'Avig de Neuchâtel,43,70,PROD,Q646229
EXP-1928-05-29-a-i0007,PARIS,105,110,LOC,Q90
EXP-1928-05-29-a-i0007,Havas,116,121,ORG,Q516033
EXP-1928-05-29-a-i0007,Kellogg,318,325,PER,Q193009
EXP-1928-05-29-a-i0007,M. Kellogg,1013,1023,PER,Q193009
EXP-1928-05-29-a-i0007,Daily Mail,1084,1094,PROD,Q210534
EXP-1928-05-29-a-i0007,Georges II,1594,1604,PER,Q152935
EXP-1928-05-29-a-i0007,Constantin,1614,1624,PER,Q152099
EXP-1928-05-29-a-i0007,Szen _ -f _ o. tl. ard,1797,1819,LOC,Q604516
EXP-1928-05-29-a-i0007,Havas,1837,1842,ORG,Q516033
EXP-1928-05-29-a-i0007,Belgrade,1868,1876,LOC,Q3711
EXP-1928-05-29-a-i0007,Novosti,1890,1897,PROD,Q1192921
EXP-1928-05-29-a-i0007,Zagreb,1907,1913,LOC,Q1435
EXP-1928-05-29-a-i0007,Belgrade,1940,1948,LOC,Q3711
EXP-1928-05-29-a-i0007,Italie,2003,2009,LOC,Q38
EXP-1928-05-29-a-i0007,Havas,2472,2477,ORG,Q516033
EXP-1928-05-29-a-i0007,lande,2547,2552,LOC,Q55
EXP-1928-05-29-a-i0007,Uruguay,2553,2560,LOC,Q77
EXP-1928-05-29-a-i0007,Silésie BERLIN,2918,2932,LOC,Q64
EXP-1928-05-29-a-i0007,Wolff,2938,2943,ORG,Q552226
EXP-1928-05-29-a-i0007,Silésie,3019,3026,LOC,Q81720
EXP-1928-05-29-a-i0007,Reichenbach,3045,3056,LOC,Q157462
EXP-1928-05-29-a-i0007,Schweitnitz,3060,3071,LOC,Q387396
EXP-1928-05-29-a-i0007,Schweitnitz,3385,3396,LOC,Q387396
EXP-1928-05-29-a-i0007,Weistritz,3517,3526,LOC,Q1018675
EXP-1928-05-29-a-i0007,Riesengebirge,3573,3586,LOC,Q214644
EXP-1928-05-29-a-i0007,Wolff,3738,3743,ORG,Q552226
EXP-1928-05-29-a-i0007,ville de Sala,3832,3845,LOC,Q930262
EXP-1928-05-29-a-i0007,Toujquet,4243,4251,LOC,Q323164
EXP-1928-05-29-a-i0007,PARIS,4253,4258,LOC,Q90
EXP-1928-05-29-a-i0007,Havas,4264,4269,ORG,Q516033
EXP-1928-05-29-a-i0007,_Tbu * quet,4289,4300,LOC,Q323164
EXP-1928-05-29-a-i0007,Mme Wilson,4369,4379,PER,Q5460813
EXP-1928-05-29-a-i0007,Truay,4400,4405,LOC,Q206539
EXP-1928-05-29-a-i0007,Avala,4711,4716,ORG,Q31530751
EXP-1928-05-29-a-i0007,Belgrade,4791,4799,LOC,Q3711
EXP-1928-05-29-a-i0007,Italie,4809,4815,LOC,Q38
EXP-1928-05-29-a-i0007,Belgrade,4974,4982,LOC,Q3711
EXP-1928-05-29-a-i0007,Buenos-Ayres BUENOS-AYRES,5028,5053,LOC,Q1486
EXP-1928-05-29-a-i0007,Havas,5059,5064,ORG,Q516033
EXP-1928-05-29-a-i0007,Wilkins,5289,5296,PER,Q577806
EXP-1928-05-29-a-i0007,Eielson,5300,5307,PER,Q2938873
EXP-1928-05-29-a-i0007,Havas,5338,5343,ORG,Q516033
EXP-1928-05-29-a-i0007,aviateur. Wilkins,5352,5369,PER,Q577806
EXP-1928-05-29-a-i0007,EielsOn,5373,5380,PER,Q2938873
EXP-1928-05-29-a-i0007,Chantoung,5535,5544,LOC,Q43407
EXP-1928-05-29-a-i0007,PARIS,5546,5551,LOC,Q90
EXP-1928-05-29-a-i0007,Havas,5557,5562,ORG,Q516033
EXP-1928-05-29-a-i0007,S. < LN.,5905,5913,ORG,Q38130
EXP-1928-05-29-a-i0007,Mohamed,6029,6036,PER,Q9458
EXP-1928-05-29-a-i0007,Mohammed,6199,6207,PER,Q9458
EXP-1928-05-29-a-i0007,Mohammed,6564,6572,PER,Q9458
EXP-1928-08-15-a-i0065,THALWIL,21,28,LOC,Q68959
EXP-1928-08-15-a-i0065,Gattikon,111,119,LOC,Q22631161
EXP-1928-08-15-a-i0065,frères Bretscher,317,333,PER,NIL
EXP-1928-08-15-a-i0065,MURI,1388,1392,LOC,Q69011
EXP-1928-08-15-a-i0065,Bùnz,1468,1472,LOC,Q366169
EXP-1928-08-15-a-i0065,Neudorf,1677,1684,LOC,Q7149
EXP-1928-08-15-a-i0065,BREMGARTEN,2012,2022,LOC,Q64139
EXP-1928-08-15-a-i0065,Bunzen,2058,2064,LOC,Q64784
EXP-1928-08-15-a-i0065,Sierre,2400,2406,LOC,Q68297
EXP-1928-08-15-a-i0065,"M. Troillet, Conseiller d'Etat, président de l'Association",2455,2513,PER,NIL
EXP-1928-08-15-a-i0065,"Mgr Biéler, évêque de Sion",2548,2574,PER,Q15621564
EXP-1928-08-15-a-i0065,M. Troillet,2665,2676,PER,NIL
EXP-1928-08-15-a-i0065,Valais,2847,2853,LOC,Q834
EXP-1928-08-15-a-i0065,municipalité de Vissoye,2996,3019,LOC,Q689112
EXP-1928-08-15-a-i0065,ORBE,3074,3078,LOC,Q68213
EXP-1928-08-15-a-i0065,Signal,3219,3225,LOC,Q22389485
GDL-1798-07-18-a-i0001,RÉPUBLIQUE HELVÉTIQUE,0,21,LOC,Q39
GDL-1798-07-18-a-i0001,Canton du Léman,90,105,LOC,Q676467
GDL-1798-07-18-a-i0001,Directoire,203,213,ORG,Q219817
GDL-1798-07-18-a-i0001,Secretan,1128,1136,PER,Q2612972
GDL-1798-07-18-a-i0001,Bourgeois,1157,1166,PER,NIL
GDL-1818-03-13-a-i0005,Suisse,0,6,LOC,Q39
GDL-1818-03-13-a-i0005,Vienne,63,69,LOC,Q1741
GDL-1818-03-13-a-i0005,S. E. M. l'avoyer de V / aueville,107,140,PER,Q117863
GDL-1818-03-13-a-i0005,M. le baron V ^ n Berchem,229,254,PER,NIL
GDL-1818-03-13-a-i0005,Livourne,1400,1408,LOC,Q6761
GDL-1818-03-13-a-i0005,M. le conseiller Luthy,1619,1641,PER,Q23061106
GDL-1818-03-13-a-i0005,Soleure,1645,1652,LOC,Q68965
GDL-1818-03-13-a-i0005,Lucerne,1903,1910,LOC,Q12121
GDL-1818-03-13-a-i0005,Berne,1917,1922,LOC,Q11911
GDL-1818-03-13-a-i0005,lWrgovic,1929,1937,LOC,Q11972
GDL-1818-03-13-a-i0005,St. Gall,2169,2177,LOC,Q12746
GDL-1818-03-13-a-i0005,Genève,2803,2809,LOC,Q11917
GDL-1818-03-13-a-i0005,Bâ'e,3070,3074,LOC,Q660776
GDL-1818-03-13-a-i0005,prince Adam Jablonowiski,4625,4649,PER,NIL
GDL-1818-03-13-a-i0005,Varsovie,4685,4693,LOC,Q270
GDL-1818-03-13-a-i0005,Ge : ièva,5278,5287,LOC,Q71
GDL-1818-08-04-a-i0002,Vitrolles,99,108,LOC,Q961254
GDL-1818-08-04-a-i0002,générai ChapecUlaine,274,294,PER,NIL
GDL-1818-08-04-a-i0002,France,362,368,LOC,Q142
GDL-1818-08-04-a-i0002,Bonaparte,507,516,PER,Q517
GDL-1818-08-04-a-i0002,MM. de Chatetubriant,732,752,PER,Q49767
GDL-1818-08-04-a-i0002,Dubouchage,754,764,PER,Q3288135
GDL-1818-08-04-a-i0002,Fitzjaraes,766,776,PER,Q3580080
GDL-1818-08-04-a-i0002,Polignac,779,787,PER,Q350613
GDL-1818-08-04-a-i0002,"M. de Chabrol, ancien « fcii oMiïhonévBes ^ ûeV'OBCren prévôt de Lyon",918,987,PER,Q2966514
GDL-1818-08-04-a-i0002,Calais,1255,1261,LOC,Q6454
GDL-1818-08-04-a-i0002,Cambridge,1276,1285,LOC,Q350
GDL-1818-08-04-a-i0002,Kent,1297,1301,LOC,Q67479626
GDL-1818-08-04-a-i0002,Clarence,1314,1322,LOC,NIL
GDL-1818-08-04-a-i0002,journal de Lyon,1327,1342,PROD,NIL
GDL-1818-08-04-a-i0002,Vcrmaison,1388,1397,LOC,Q1385472
