doc_id,surface,start_pos,end_pos,type,identifier
sn83030483-1790-01-02-a-i0004,VIRGINIA,7,15,LOC,Q64358128
sn83030483-1790-01-02-a-i0004,Uni¬ ted Stares,227,242,LOC,Q30
sn83030483-1790-01-02-a-i0004,RICHARD HENRY LEE WILLIAM GRAYSON,967,1000,PER,NIL
sn83030483-1790-02-10-a-i0002,PRESIDENT SULL IVAN,0,19,PER,Q886420
sn83030483-1790-02-10-a-i0002,JOHN SULLIVAN,4081,4094,PER,Q886420
sn83030483-1790-03-03-a-i0004,General D’Alton,491,506,PER,Q3934904
sn83030483-1790-03-03-a-i0004,Benden-D’Aloft,616,630,PER,NIL
sn83030483-1790-03-03-a-i0004,Grand Pa¬ lace,701,715,LOC,NIL
sn83030483-1790-03-03-a-i0004,General D’Alton,735,750,PER,Q3934904
sn83030483-1790-03-03-a-i0004,Bafleville,884,894,LOC,NIL
sn83030483-1790-03-03-a-i0004,great market,1120,1132,LOC,Q215429
sn83030483-1790-03-03-a-i0004,Park,1597,1601,LOC,Q1892311
sn83030483-1790-03-03-a-i0004,Pal¬ ace Royale,1610,1625,LOC,Q635307
sn83030483-1790-03-03-a-i0004,D’Alton,1746,1753,PER,Q3934904
sn84026272-1800-07-09-a-i0003,Philad,108,114,LOC,NIL
sn84026272-1800-07-09-a-i0003,COLUMBUS,4255,4263,PER,NIL
sn84026272-1800-10-16-a-i0001,District of Pennsylvania,0,24,LOC,Q7163624
sn84026272-1800-10-16-a-i0001,Alexan¬ der Addison,164,183,PER,NIL
sn84026272-1800-10-16-a-i0001,State of Pennsylvania,438,459,ORG,Q7603789
sn84026272-1800-10-16-a-i0001,"D.C * I.DWELL, Clerl of lie DiJtriEl of Peonsyl v aoisA",870,925,PER,NIL
sn84026272-1800-10-16-a-i0001,"Mr, Dobson Bookseller",998,1019,PER,NIL
sn84026272-1800-12-27-a-i0002,Hereford street,23,38,LOC,NIL
sn84026272-1800-12-27-a-i0002,Fiance,464,470,LOC,Q142
sn84026272-1800-12-27-a-i0002,OTTO,817,821,PER,NIL
sn82014385-1810-01-06-a-i0001,"Col. Thomas Duff, Esq.",121,143,PER,NIL
sn82014385-1810-01-06-a-i0001,Newport—consisting,162,180,LOC,Q755805
sn82014385-1810-01-06-a-i0001,Turnpike road,355,368,LOC,NIL
sn82014385-1810-01-06-a-i0001,Gap Ta¬ vern,386,398,LOC,NIL
sn82014385-1810-01-06-a-i0001,Lancaster,402,411,LOC,NIL
sn82014385-1810-01-06-a-i0001,Mrs. FIug™ns,1129,1141,PER,NIL
sn82014385-1810-04-04-a-i0003,Captain Taylor,19,33,PER,NIL
sn82014385-1810-04-04-a-i0003,Port Maria,256,266,LOC,Q203040
sn82014385-1810-04-04-a-i0003,king Joseph,553,564,PER,Q7726
sn82014385-1810-04-04-a-i0003,Ferdinand,643,652,PER,Q186256
