doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
document_000000.html,18,28,Stravinski,Q7314,PER,Q7314,Igor Stravinsky,"{ ""wikipedia_page"": ""Igor Stravinsky"", ""wikidata_id"": ""Q7314"" }",29.806026458740234
document_000000.html,138,144,Busoni,Q219551,PER,Q219551,Ferruccio Busoni,"{ ""wikipedia_page"": ""Ferruccio Busoni"", ""wikidata_id"": ""Q219551"" }",24.37759780883789
document_000001.html,44,50,Busoni,Q219551,PER,Q219551,Ferruccio Busoni,"{ ""wikipedia_page"": ""Ferruccio Busoni"", ""wikidata_id"": ""Q219551"" }",24.02951431274414
document_000001.html,163,169,Busoni,Q219551,PER,Q219551,Ferruccio Busoni,"{ ""wikipedia_page"": ""Ferruccio Busoni"", ""wikidata_id"": ""Q219551"" }",25.599414825439453
document_000001.html,336,342,Busoni,Q219551,PER,Q219551,Ferruccio Busoni,"{ ""wikipedia_page"": ""Ferruccio Busoni"", ""wikidata_id"": ""Q219551"" }",25.468122482299805
document_000001.html,112,116,Bach,Q1339,PER,Q1339,Johann Sebastian Bach,"{ ""wikipedia_page"": ""Johann Sebastian Bach"", ""wikidata_id"": ""Q1339"" }",21.935152053833008
document_000001.html,134,140,Mozart,Q254,PER,Q254,Wolfgang Amadeus Mozart,"{ ""wikipedia_page"": ""Wolfgang Amadeus Mozart"", ""wikidata_id"": ""Q254"" }",25.686384201049805
document_000001.html,142,151,Beethoven,Q255,PER,Q255,Ludwig van Beethoven,"{ ""wikipedia_page"": ""Ludwig van Beethoven"", ""wikidata_id"": ""Q255"" }",29.869552612304688
document_000001.html,153,158,Liszt,Q41309,PER,Q41309,Franz Liszt,"{ ""wikipedia_page"": ""Franz Liszt"", ""wikidata_id"": ""Q41309"" }",24.916475296020508
document_000002.html,137,143,Busoni,Q219551,PER,Q219551,Ferruccio Busoni,"{ ""wikipedia_page"": ""Ferruccio Busoni"", ""wikidata_id"": ""Q219551"" }",22.689998626708984
document_000002.html,162,170,Petrarca,Q1401,PER,Q1401,Petrarch,"{ ""wikipedia_page"": ""Petrarch"", ""wikidata_id"": ""Q1401"" }",20.983436584472656
document_000003.html,0,9,Beethoven,Q255,PER,Q255,Ludwig van Beethoven,"{ ""wikipedia_page"": ""Ludwig van Beethoven"", ""wikidata_id"": ""Q255"" }",23.192649841308594
document_000003.html,127,136,Beethoven,Q255,PER,Q255,Ludwig van Beethoven,"{ ""wikipedia_page"": ""Ludwig van Beethoven"", ""wikidata_id"": ""Q255"" }",18.33732795715332
document_000003.html,14,20,Busoni,Q219551,PER,Q219551,Ferruccio Busoni,"{ ""wikipedia_page"": ""Ferruccio Busoni"", ""wikidata_id"": ""Q219551"" }",12.187357902526855
document_000004.html,71,77,Busont,Q219551,PER,Q113957536,Luigino Busatto,"{ ""wikipedia_page"": ""Buson"", ""wikidata_id"": ""Q113957536"" }",8.963199615478516
document_000004.html,95,100,Liszt,Q41309,PER,Q41309,Franz Liszt,"{ ""wikipedia_page"": ""Franz Liszt"", ""wikidata_id"": ""Q41309"" }",24.838054656982422
document_000004.html,124,164,cia funebre dell’imperatore Massimiliano,NIL,MISC,Q150726,Maximilian I,"{ ""wikipedia_page"": ""Massimiliano I"", ""wikidata_id"": ""Q150726"" }",9.69255542755127
document_000004.html,342,349,Debussy,Q4700,PER,Q4700,Claude Debussy,"{ ""wikipedia_page"": ""Claude Debussy"", ""wikidata_id"": ""Q4700"" }",23.573883056640625
document_000004.html,405,413,Scriabin,Q185647,PER,Q185647,Alexander Scriabin,"{ ""wikipedia_page"": ""Alexander Scriabin"", ""wikidata_id"": ""Q185647"" }",26.630090713500977
document_000005.html,46,52,Schalk,Q79026,PER,Q79026,Franz Schalk,"{ ""wikipedia_page"": ""Franz Schalk"", ""wikidata_id"": ""Q79026"" }",17.941753387451172
document_000005.html,72,92,gran maestro di Bonn,Q255,PER,Q879897,Franz von Blon,"{ ""wikipedia_page"": ""Franz von Blon"", ""wikidata_id"": ""Q879897"" }",9.313404083251953
document_000005.html,137,147,Mengelbere,Q336725,PER,Q336725,Willem Mengelberg,"{ ""wikipedia_page"": ""Willem Mengelberg"", ""wikidata_id"": ""Q336725"" }",20.050323486328125
document_000005.html,246,255,Toscanini,Q13003,PER,Q13003,Arturo Toscanini,"{ ""wikipedia_page"": ""Arturo Toscanini"", ""wikidata_id"": ""Q13003"" }",27.39811897277832
