doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
lestragdiesdeso00tourgoog_0064,462,468,Laërte,Q748296,PER,Q2471533,Laertes,"{ ""wikipedia_page"": ""Laertes"", ""wikidata_id"": ""Q2471533"" }",13.462610244750977
lestragdiesdeso00tourgoog_0064,658,665,Ellendt,Q18411800,PER,Q18411557,Ernst Ellendt,,21.65277099609375
lestragdiesdeso00tourgoog_0064,696,702,ϑυϊάλ5,Q1534037,PER,Q20107753,,"{ ""wikipedia_page"": ""Ellendt"", ""wikidata_id"": ""Q20107753"" }",4.390906810760498
lestragdiesdeso00tourgoog_0064,739,764,discours Sur les Mystères,Q87737021,WORK,Q4357914,Discourses of Epictetus,"{ ""wikipedia_page"": ""Discourses of Epictetus"", ""wikidata_id"": ""Q4357914"" }",15.989620208740234
lestragdiesdeso00tourgoog_0064,1329,1333,Ajux,Q172725,PER,Q244212,Ajoux,"{ ""wikipedia_page"": ""Ajoux"", ""wikidata_id"": ""Q244212"" }",14.017461776733398
lestragdiesdeso00tourgoog_0067,11,18,Ellendt,Q18411800,PER,Q2265847,Elland,"{ ""wikipedia_page"": ""Ellendt"", ""wikidata_id"": ""Q2265847"" }",10.455548286437988
lestragdiesdeso00tourgoog_0067,205,212,Linwood,NIL,PER,Q643104,Linwood,"{ ""wikipedia_page"": ""Linwood"", ""wikidata_id"": ""Q643104"" }",15.991137504577637
lestragdiesdeso00tourgoog_0067,217,242,hymne homérique à Apollon,Q3798932,WORK,Q215484,Olympic Hymn,,19.061073303222656
lestragdiesdeso00tourgoog_0067,251,264,"Lemnos,lcarie",Q209576,LOC,Q192483,Lemnos,"{ ""wikipedia_page"": ""Lemnos"", ""wikidata_id"": ""Q192483"" }",12.726658821105957
lestragdiesdeso00tourgoog_0067,608,613,Phil.,Q1415903,WORK,Q504771,Philo of Byblos,"{ ""wikipedia_page"": ""Philo of Byblos"", ""wikidata_id"": ""Q504771"" }",18.07741355895996
