doc_id,surface,start_pos,end_pos,type,identifier
Wecklein1894_0008,Odyſſeus,67,75,PER,Q47231
Wecklein1894_0008,Aias,137,141,PER,Q172725
Wecklein1894_0008,Odyſſeus,200,208,PER,Q47231
Wecklein1894_0008,Sophokles,487,496,PER,Q11950683
Wecklein1894_0008,Ὅπλων κρίσις,654,666,WORK,NIL
Wecklein1894_0008,Aias,878,882,PER,Q172725
Wecklein1894_0008,Sophokles,897,906,PER,Q11950683
Wecklein1894_0008,Sophokles,1059,1068,PER,Q11950683
Wecklein1894_0008,Odyſſeus,1091,1099,PER,Q47231
Wecklein1894_0008,Aias,1359,1363,PER,Q172725
Wecklein1894_0008,Odyſſeus,1442,1450,PER,Q47231
Wecklein1894_0008,Aias,1529,1533,PER,Q172725
Wecklein1894_0008,Sophokles,1665,1674,PER,Q11950683
Wecklein1894_0008,Aias,1707,1711,PER,Q172725
Wecklein1894_0022,Ant.,31,35,WORK,Q241077
Wecklein1894_0022,Phil.,289,294,WORK,Q1415903
Wecklein1894_0022,Benob.,723,729,PER,Q189699
Wecklein1894_0022,Ant.,1077,1081,WORK,Q241077
Wecklein1894_0022,Eur. Med.,1502,1511,WORK,Q286381
Wecklein1894_0023,Eur. Hek.,251,260,WORK,Q1115611
Wecklein1894_0023,Eurip.,384,390,PER,Q48305
Wecklein1894_0023,Ant.,631,635,WORK,Q241077
Wecklein1894_0023,Odyſſeus,759,767,PER,Q47231
Wecklein1894_0023,Pind. Pyth.,1063,1074,WORK,Q3411444
Wecklein1894_0023,Athena,1125,1131,PER,Q37122
Wecklein1894_0023,Aias,1151,1155,PER,Q172725
Wecklein1894_0023,Eur.,1325,1329,PER,Q48305
Wecklein1894_0031,Hom.,185,189,PER,Q6691
Wecklein1894_0031,Herm.,368,373,PER,Q77616
Wecklein1894_0031,Od.,401,404,WORK,Q35160
Wecklein1894_0039,Phil.,53,58,WORK,Q1415903
Wecklein1894_0039,Äſch. Cho.,301,311,WORK,Q11688406
Wecklein1894_0039,Tekmeſſa,481,489,PER,Q10796858
Wecklein1894_0039,Teukros,660,667,PER,Q878184
Wecklein1894_0039,Aias,693,697,PER,Q172725
Wecklein1894_0039,Teukros,747,754,PER,Q878184
Wecklein1894_0039,Poll.,1495,1500,PER,Q548104
Wecklein1894_0047,Trach.,263,269,WORK,Q945342
Wecklein1894_0047,Hom.,1086,1090,PER,Q6691
sophokle1v3soph_0049,11.,96,99,WORK,Q8275
sophokle1v3soph_0049,Aias,156,160,PER,Q242319
sophokle1v3soph_0049,Oileus,162,168,PER,Q975447
sophokle1v3soph_0049,Od.,407,410,PER,Q47231
sophokle1v3soph_0049,11.,436,439,WORK,Q8275
sophokle1v3soph_0049,Ant.,622,626,WORK,Q241077
sophokle1v3soph_0049,Soph.,775,780,PER,Q11950683
sophokle1v3soph_0049,O. R.,876,881,WORK,Q148643
sophokle1v3soph_0049,Ant.,1068,1072,WORK,Q241077
sophokle1v3soph_0049,Aias,1215,1219,PER,Q172725
sophokle1v3soph_0049,Od.,1469,1472,PER,Q47231
sophokle1v3soph_0051,El.,5,8,WORK,Q733444
sophokle1v3soph_0051,Od.,328,331,PER,Q47231
sophokle1v3soph_0051,Aias,509,513,PER,Q172725
sophokle1v3soph_0051,Ant.,1274,1278,WORK,Q241077
Wecklein1894_0055,Ant.,296,300,WORK,Q241077
Wecklein1894_0055,Hom.,865,869,PER,Q6691
Wecklein1894_0055,Aias,898,902,PER,Q172725
Wecklein1894_0055,Ant.,1074,1078,WORK,Q241077
Wecklein1894_0055,Aias,1097,1101,PER,Q172725
Wecklein1894_0063,Zaleukos,4,12,PER,Q145090
Wecklein1894_0063,Diod.,14,19,PER,Q171241
Wecklein1894_0063,Eur. Hel.,83,92,WORK,Q1248812
