doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
hidden_test_fi_1,1367,1377,Pietarissa,Q656,LOC,Q656,Pietari,yes,22.116777420043945
hidden_test_fi_1,4759,4768,Toulousea,Q7880,LOC,Q7880,Toulouse,yes,22.86128807067871
hidden_test_fi_2,46,62,Arvopaperipörssi,Q581755,ORG,Q581755,Helsingin pörssi,yes,23.31022834777832
hidden_test_fi_2,132,148,arvopaperipörssi,Q581755,ORG,Q581755,Helsingin pörssi,yes,26.751117706298828
hidden_test_fi_2,1825,1853,kauppaneuvosVictor Forselius,Q17380259,PER,Q17380259,Victor Forselius,yes,22.655277252197266
hidden_test_fi_2,1866,1889,merikapt.G. E. Mattsson,Q17382504,PER,Q17382504,Gustaf Edvard Mattson,yes,25.206432342529297
hidden_test_fi_2,1922,1947,Kauppaneuvos Forseliuksen,Q17380259,PER,Q17380259,Victor Forselius,yes,18.821277618408203
hidden_test_fi_2,2453,2472,hra Harry Wege-lius,Q11861659,PER,Q11861659,Harry Wegelius,yes,14.643710136413574
hidden_test_fi_2,4821,4838,Viipurin läänissä,Q1144791,ORG,Q1144791,Viipurin lääni,yes,30.830228805541992
hidden_test_fi_3,901,917,Harry Nik-lander,NIL,PER,NIL,Harry Nik-lander,no,0
hidden_test_fi_3,1989,1995,Suomen,Q33,LOC,Q33,Suomi,yes,22.051362991333008
hidden_test_fi_3,3037,3064,savenvalaja Petter Sokoloff,NIL,PER,NIL,savenvalaja Petter Sokoloff,no,0
hidden_test_fi_3,4151,4179,tarjoilija Karl JohanWessert,NIL,PER,NIL,tarjoilija Karl JohanWessert,no,0
hidden_test_fi_3,4468,4502,palvelijatar Ma-ria Charlotte Berg,NIL,PER,NIL,palvelijatar Ma-ria Charlotte Berg,no,0
hidden_test_fi_3,6921,6935,E. Köhle-rille,NIL,PER,NIL,E. Köhle-rille,no,0
hidden_test_fi_3,7165,7171,Muolan,Q18681709,LOC,Q18681709,Muolaa,yes,22.330791473388672
hidden_test_fi_3,8410,8418,Suomesta,Q33,LOC,Q33,Suomi,yes,21.2900447845459
hidden_test_fi_3,9105,9120,Uudenmaanläänin,Q1372937,LOC,Q1372937,Uudenmaan lääni,yes,27.95648193359375
hidden_test_fi_4,99,143,maanviljelysneuvok-setar Helena Hergbomiltal,NIL,PER,NIL,maanviljelysneuvok-setar Helena Hergbomiltal,no,0
hidden_test_fi_4,212,229,F. M. Franzenilta,Q333297,PER,Q333297,Frans Mikael Franzén,yes,30.226131439208984
hidden_test_fi_4,289,306,F. M. Franzenilta,Q333297,PER,Q333297,Frans Mikael Franzén,yes,27.14868927001953
hidden_test_fi_4,405,417,Oulun läänin,Q202112,LOC,Q202112,Oulun lääni,yes,33.248687744140625
hidden_test_fi_4,1773,1819,Yhdistyksen stipendiaateilta S. Paula-harjulta,Q6037597,PER,Q6037597,Samuli Paulaharju,yes,14.949329376220703
hidden_test_fi_4,1823,1834,M. Tuokolta,NIL,PER,NIL,M. Tuokolta,no,0
hidden_test_fi_4,1888,1897,Aunnuksen,Q49583,LOC,Q49583,Aunus,yes,12.35084342956543
