doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
sn83030483-1790-01-02-a-i0004,7,15,VIRGINIA,Q64358128,LOC,Q1370,Virginia,,15.88766098022461
sn83030483-1790-01-02-a-i0004,61,69,NEW-YORK,Q60,LOC,Q60,New York City,,23.268798828125
sn83030483-1790-01-02-a-i0004,227,242,Uni¬ ted Stares,Q30,LOC,Q214102,Union,,14.588024139404297
sn83030483-1790-01-02-a-i0004,428,449,Journal of the Senate,Q7891333,PROD,Q7891333,United States Senate Journal,,18.807186126708984
sn83030483-1790-01-02-a-i0004,967,1000,RICHARD HENRY LEE WILLIAM GRAYSON,NIL,PER,Q82027769,Henry Gerald Richardson,,24.2860050201416
sn83030483-1790-02-10-a-i0002,0,19,PRESIDENT SULL IVAN,Q886420,PER,Q182543,William Samuel Johnson,,16.2283935546875
sn83030483-1790-02-10-a-i0002,43,49,Senate,Q1525949,ORG,Q1525949,New Hampshire Senate,,21.717857360839844
sn83030483-1790-02-10-a-i0002,54,80,House ^/'Represen¬ tatives,Q1525939,ORG,Q1525939,New Hampshire House of Representatives,,24.75440216064453
sn83030483-1790-02-10-a-i0002,85,98,New-Hampshire,Q759,LOC,Q759,New Hampshire,,26.833240509033203
sn83030483-1790-02-10-a-i0002,569,582,New-Humpfhire,Q759,LOC,Q759,New Hampshire,,21.296201705932617
sn83030483-1790-02-10-a-i0002,1420,1433,United States,Q30,LOC,Q30,United States of America,,23.806842803955078
sn83030483-1790-02-10-a-i0002,1535,1549,New-Hampffiire,Q759,LOC,Q759,New Hampshire,,21.606151580810547
sn83030483-1790-02-10-a-i0002,1593,1606,Federal Court,Q194907,ORG,Q194907,United States federal courts,,16.084453582763672
sn83030483-1790-02-10-a-i0002,3097,3124,Senate of the United States,Q66096,ORG,Q66096,United States Senate,,25.91305923461914
sn83030483-1790-02-10-a-i0002,3495,3510,New- Hampfttire,Q759,LOC,Q759,New Hampshire,,22.17308807373047
sn83030483-1790-02-10-a-i0002,3549,3562,United States,Q30,LOC,Q30,United States of America,,18.899272918701172
sn83030483-1790-02-10-a-i0002,4081,4094,JOHN SULLIVAN,Q886420,PER,Q370993,John L. Sullivan,,15.068663597106934
sn83030483-1790-03-03-a-i0004,0,6,LONDON,Q84,LOC,Q84,London,,25.20684814453125
sn83030483-1790-03-03-a-i0004,53,63,ofBruffels,Q239,LOC,Q2567094,Bruff,"```json { ""wikipedia_page"": ""Bruff"", ""wikidata_id"": ""Q2567094"" } ```",10.310385704040527
sn83030483-1790-03-03-a-i0004,232,240,Brufiels,Q239,LOC,Q239,City of Brussels,,15.281267166137695
sn83030483-1790-03-03-a-i0004,491,506,General D’Alton,Q3934904,PER,Q2834153,Alexandre d'Alton,,22.047334671020508
sn83030483-1790-03-03-a-i0004,616,630,Benden-D’Aloft,NIL,PER,NIL,Benden-D’Aloft,no,0
sn83030483-1790-03-03-a-i0004,701,715,Grand Pa¬ lace,NIL,LOC,NIL,Grand Pa¬ lace,No.,0
sn83030483-1790-03-03-a-i0004,735,750,General D’Alton,Q3934904,PER,Q2834153,Alexandre d'Alton,,20.38577651977539
sn83030483-1790-03-03-a-i0004,884,894,Bafleville,NIL,LOC,Q28520,Abbeville,,13.765137672424316
sn83030483-1790-03-03-a-i0004,1120,1132,great market,Q215429,LOC,Q215429,Grand-Place,"```json { ""wikipedia_page"": ""Grand-Place"", ""wikidata_id"": ""Q215429"" } ```",6.388361930847168
sn83030483-1790-03-03-a-i0004,1597,1601,Park,Q1892311,LOC,NIL,Park,```json {} ```,0
