doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
hidden_test_fr_1,279,297,Ernest la Jeunesse,Q3732124,PER,Q3732124,Ernest La Jeunesse,,26.120695114135742
hidden_test_fr_1,898,910,café Mollard,NIL,LOC,Q2924015,brasserie Mollard,,23.21965217590332
hidden_test_fr_2,21,29,Nieuport,Q1231877,ORG,Q1231877,Société anonyme des Établissements Nieuport,,26.183713912963867
hidden_test_fr_2,52,82,escadrille de chasse numéro103,NIL,ORG,Q17074775,Escadrille 103,,33.60514831542969
hidden_test_fr_2,192,211,sergent AndreSteuer,NIL,PER,Q2854104,Antoine Joseph Serre de La Tour,Yes,15.725756645202637
hidden_test_fr_2,317,326,Rau¬court,Q227538,LOC,Q227538,Raucourt,,22.470849990844727
hidden_test_fr_2,693,701,st-James,Q3030726,ORG,NIL,st-James,no,0
hidden_test_fr_2,1121,1129,St James,Q3030726,ORG,Q20730593,rhum Saint-James,yes,17.278343200683594
hidden_test_fr_2,1169,1177,St James,Q3030726,ORG,Q124234,St. James's,,23.404659271240234
hidden_test_fr_2,1208,1214,Europe,Q46,LOC,Q46,Europe,,26.074602127075195
hidden_test_fr_2,1616,1637,église de L'Isle¬Adam,Q3582807,ORG,Q3582807,église Saint-Martin de L'Isle-Adam,,25.9290771484375
hidden_test_fr_2,1707,1713,Mériel,Q1457512,LOC,Q1457512,Mériel,,24.35757064819336
hidden_test_fr_2,1849,1868,M. Gaston Doumergue,Q296064,PER,Q296064,Gaston Doumergue,,28.670949935913086
hidden_test_fr_2,1881,1896,Palais-Bour¬bon,Q936633,LOC,Q936633,palais Bourbon,,26.431869506835938
hidden_test_fr_2,1928,1946,Chambredes députés,Q320283,ORG,Q320289,chambre des députés,,26.60480308532715
hidden_test_fr_2,2086,2149,"M. Rault, président de la commission dugouvernement de la Sarre",NIL,PER,NIL,"M. Rault, président de la commission dugouvernement de la Sarre",no,0
hidden_test_fr_2,2157,2171,Halle aux Vins,Q3126085,LOC,Q3126085,Halle aux vins de Paris,,23.328969955444336
hidden_test_fr_2,2373,2383,Blancfossé,Q281546,LOC,Q281546,Blancfossé,,28.368898391723633
hidden_test_fr_2,2682,2691,Compiègne,Q180871,LOC,Q180871,Compiègne,,27.370256423950195
hidden_test_fr_2,2869,2878,Compiègne,Q180871,LOC,Q180871,Compiègne,,26.728759765625
hidden_test_fr_2,2888,2897,Mirecourt,Q659969,LOC,Q659969,Mirecourt,,30.533981323242188
hidden_test_fr_2,2926,2935,Hen¬nezel,Q593153,LOC,Q593153,Hennezel,,28.875625610351562
hidden_test_fr_2,3091,3101,Draguignan,Q194141,LOC,Q194141,Draguignan,,35.66117858886719
hidden_test_fr_2,3308,3315,Tou¬lon,Q44160,LOC,Q44160,Toulon,,32.623626708984375
hidden_test_fr_2,3412,3417,Brest,Q12193,LOC,Q12193,Brest,,29.272178649902344
hidden_test_fr_2,3565,3570,Œuvre,Q1880717,PROD,Q1880717,L'Œuvre,Yes,8.521976470947266
hidden_test_fr_3,153,243,"M. FUNCK-BRENTANOM. Funck-Brentano, l'érudit conserva¬teur de la bibliothèque de l'Arsenal",NIL,PER,Q1445752,Frantz Funck-Brentano,yes,19.085309982299805
hidden_test_fr_3,409,435,Hôteldes Sociétés savantes,Q25394124,LOC,Q25394124,hôtel des sociétés savantes,,26.734310150146484
hidden_test_fr_3,471,502,Société luxembourgeoise deParis,NIL,ORG,Q644808,Société de linguistique de Paris,,25.642433166503906
hidden_test_fr_3,598,642,grande-duchesse Marie¬Adélaïde de Luxembourg,Q159075,PER,Q159075,"Grande-Duchesse Marie-Adélaïde I, Grande-Duchesse de Luxembourg",,26.607383728027344
hidden_test_fr_3,666,683,M. Funck-Brentano,Q1445752,PER,Q1445752,Frantz Funck-Brentano,,26.96343421936035
hidden_test_fr_3,761,771,Luxembourg,Q32,LOC,Q32,Luxembourg,,22.02057647705078
hidden_test_fr_3,1114,1121,Antonia,Q266142,PER,Q266142,Antonia de Luxembourg,,25.771465301513672
hidden_test_fr_3,1130,1155,prince Ruprecht deBavière,Q44893,PER,Q44893,Rupprecht de Bavière,,24.341625213623047
hidden_test_fr_3,1309,1323,Marie-Adélaïde,Q159075,PER,Q159075,"Grande-Duchesse Marie-Adélaïde I, Grande-Duchesse de Luxembourg",,27.20746421813965
hidden_test_fr_3,2019,2055,Compagnie de l'Estdes chemins de fer,NIL,ORG,Q663187,Compagnie des chemins de fer de l'Est,,22.31624984741211
hidden_test_fr_3,3088,3094,France,Q142,LOC,Q142,France,,22.779151916503906
hidden_test_fr_3,3381,3387,France,Q142,LOC,Q142,France,,22.28889274597168
hidden_test_fr_3,3390,3402,HENRI SIMONI,NIL,PER,Q787943,Henri Simon,,26.004148483276367
hidden_test_fr_3,3768,3778,M. Noulens,Q3185419,PER,Q3185419,Joseph Noulens,,25.442276000976562
hidden_test_fr_3,3842,3854,M. Deschanel,Q309995,PER,Q309995,Paul Deschanel,,32.480655670166016
hidden_test_fr_3,4112,4130,M. Jules Siegfried,Q3188910,PER,Q3188910,Jules Siegfried,,22.538745880126953
